,index,Released,English title,TMDB_id
0,8,2023-01-27,Unwelcome,758769
1,9,2023-02-07,One Year Off,1055600
2,13,2023-02-24,Luther: The Fallen Sun,722149
3,16,2023-03-15,Tetris,726759
4,18,2023-03-18,Polarized,987427
5,0,2023-04-14,The Last Kingdom: Seven Kings Must Die,948713
6,1,2023-04-19,Coldplay – Music of the Spheres: Live at River Plate,1123586
7,12,2023-06-16,Greatest Days,974861
8,13,2023-06-27,Wham!,1134865
9,14,2023-06-30,My Extinction,1145737
10,13,2023-09-03,Pet Shop Days,1078545
11,15,2023-09-07,The Critic,992940
12,16,2023-09-07,North Star,985602
13,17,2023-09-08,Unicorns,1008416
14,18,2023-09-09,Defiant,1156575
15,20,2023-09-09,One Life,760774
16,23,2023-09-10,Close To You,1139467
17,29,2023-09-22,The Canterville Ghost,269509
18,0,2023-10-05,Bonus Track,1022824
19,1,2023-10-12,Starve Acre,933090
20,4,2023-10-26,Cottontail,669359
21,6,2023-11-01,Locked In,1064024
22,7,2023-11-03,The Undertaker,1192411
23,9,2023-12-21,The Iron Claw,850165
