,Title,TMDB_id
0,Yo-kai Watch: The Movie,358651
1,"Yo-kai Watch: The Movie - The Great King Enma and the Five Tales, Meow!",412869
2,The Boy and the Beast,315465
3,Hero,360635
4,Hero,358996
5,Monkey King: Hero Is Back,351694
6,Big Hero 6,177572
7,I Am a Hero,276624
8,Doraemon: Nobita and the Space Heroes,350650
9,The Heroes of Evil,331359
10,No Longer Heroine,341540
11,Gridman the Hyper Agent: boys invent great hero,502448
12,Super Hero Wars GP: Kamen Rider #3,355595
13,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,322456
14,LEGO DC Comics Super Heroes: Justice League - Attack of the Legion of Doom!,353595
15,Heroes,462461
16,LEGO Marvel Super Heroes: Avengers Reassembled!,368304
17,Heroes Two,88633
18,Iron Man & Captain America: Heroes United,284274
19,National Hero Lily Vidic,377062
20,Bilal: A New Breed of Hero,332718
21,The Watchers: The Last Hero,365543
22,Three Heroes and Julius Caesar,314946
23,Detective Conan: Sunflowers of Inferno,316873
24,Doraemon: Nobita and the Space Heroes,350650
25,Dragon Ball Z: Resurrection 'F',303857
26,Attack on Titan,295830
27,Attack on Titan II: End of the World,340382
28,Attack on Titan: Wings of Freedom,330081
29,Attack on Titan: Crimson Bow and Arrow,379088
30,Flying Colors,349498
31,Flying Colors : Second Flight - Live at The Z7,371495
32,Love Live! The School Idol Movie,333623
33,Assassination Classroom,349176
34,Psycho-Pass: The Movie,296917
35,Begin Again,198277
36,Against the Sun,302828
37,20 Once Again,301274
38,She's Wild Again Tonight,367709
39,"Love, Again",346228
40,"Christmas, Again",285020
41,Oh No Not Rudy Again!,357803
42,Begin Again,651515
43,Again,353324
44,Tarim the Brave Against the Thousand and One Effects,352388
45,The Chivalrous Detective: Blood Shines Again,913896
46,Fight Against Landlords,649323
47,Back Again,401253
48,Not again every year,383419
49,Czechs Against Czechs,593431
50,Lean A Ladder Against Heaven,324779
51,"Mom, Let Me Love You Once Again",894397
52,Going against the Grain in Fukushima,344087
53,Maciste Against Capital,1019904
54,Me Against The World,425959
55,Bali Big Brother,346039
56,Wonderful World End,333854
57,Kabukicho Love Hotel,287493
58,Joker Game,319669
59,Maestro!,314838
60,Maestro,738299
61,Pasolini maestro corsaro,944813
62,African Maestro,935689
63,The Maestro,335634
64,Sabotage: Maestro do Canão,320704
65,El Maestro de Altamira,659753
66,Simon Rattle: The Making of a Maestro,1264545
67,The Legend of Drunken Master,12207
68,Teacher of the Year,297362
69,Sex Ed,295315
70,The Grandmaster,44865
71,The Water Diviner,256917
72,Non è mai troppo tardi,347668
73,Man of Tai Chi,76544
74,The Violin Teacher,228152
75,Ip Man 2,37472
76,A Stitch of Life,340286
77,Midnight Diner,309028
78,Sukimasuki,345762
79,Terrace House: Closing Door,354855
80,Her Granddaughter,338400
81,La La La at Rock Bottom,318047
82,The Mourner,339937
83,The Case of Hana & Alice,311054
84,The Curtain Rises,335427
