,index,Released,English title,TMDB_id
622,20,1994-04-29,With Honors,16297
623,22,1994-05-06,Being Human,46924
624,23,1994-05-06,Clean Slate,18658
625,26,1994-05-13,Crooklyn,34152
626,28,1994-05-13,Widows' Peak,25440
627,30,1994-05-20,Maverick,9359
628,31,1994-05-20,The Return of Jafar,15969
629,32,1994-05-21,White Mile,110570
630,37,1994-06-03,The Cowboy Way,19176
631,38,1994-06-03,The Endless Summer II,24257
632,39,1994-06-03,Fear of a Black Hat,20239
633,40,1994-06-03,Renaissance Man,11858
634,42,1994-06-10,City Slickers II: The Legend of Curly's Gold,11310
635,44,1994-06-17,Getting Even with Dad,41579
636,45,1994-06-17,Wolf,10395
637,46,1994-06-24,The Lion King,8587
638,48,1994-06-24,Wyatt Earp,12160
639,49,1994-06-25,Blind Justice,45188
640,50,1994-06-29,I Love Trouble,10879
641,51,1994-06-29,Little Big League,31504
642,0,1994-07-01,Baby's Day Out,11212
643,1,1994-07-01,Blown Away,178
644,2,1994-07-01,The Shadow,8850
645,7,1994-07-15,Angels in the Outfield,24795
646,9,1994-07-15,True Lies,36955
647,10,1994-07-20,The Client,10731
648,12,1994-07-22,Lassie,29918
649,13,1994-07-22,North,31586
650,14,1994-07-23,Doomsday Gun,38641
651,15,1994-07-29,Barcelona,16771
652,16,1994-07-29,Black Beauty,14522
653,18,1994-07-29,It Could Happen to You,10660
654,19,1994-07-29,The Mask,854
655,20,1994-07-31,Roswell,43275
656,21,1994-08-03,Clear and Present Danger,9331
657,22,1994-08-03,Eat Drink Man Woman,10451
658,23,1994-08-05,Airheads,13595
659,24,1994-08-05,The Little Rascals,10897
660,26,1994-08-12,"Corrina, Corrina",10464
661,27,1994-08-12,In the Army Now,12475
662,30,1994-08-19,Blankman,20678
663,31,1994-08-19,Color of Night,2124
664,36,1994-08-26,Camp Nowhere,17745
665,37,1994-08-26,It's Pat,33783
666,38,1994-08-26,Natural Born Killers,241
667,40,1994-08-26,"Shake, Rattle and Rock!",107814
668,42,1994-08-31,Milk Money,8986
669,43,1994-09-02,A Simple Twist of Fate,43535
670,44,1994-09-03,Scooby-Doo! in Arabian Nights,13351
671,47,1994-09-09,Trial by Jury,41590
672,48,1994-09-09,What Happened Was,83718
673,50,1994-09-16,Blue Sky,57834
674,52,1994-09-16,Princess Caraboo,37345
675,54,1994-09-17,The Burning Season,167891
676,55,1994-09-23,It Runs in the Family,81828
677,56,1994-09-23,The Shawshank Redemption,278
678,57,1994-09-23,Sleep with Me,19361
679,58,1994-09-23,Terminal Velocity,9057
680,59,1994-09-28,Jason's Lyric,22067
681,61,1994-09-30,The River Wild,8987
682,62,1994-09-30,The Scout,35233
683,63,1994-09-30,Second Best,103413
684,1,1994-10-07,The Specialist,2636
685,2,1994-10-07,A Troll in Central Park,35614
686,4,1994-10-14,Exit to Eden,18395
687,6,1994-10-14,Imaginary Crimes,75490
688,7,1994-10-14,I Like It Like That,48992
689,8,1994-10-14,Little Giants,20726
690,10,1994-10-14,Bullets over Broadway,11382
691,11,1994-10-19,Clerks,2292
692,12,1994-10-21,Love Affair,43742
693,13,1994-10-21,The Puppet Masters,25557
694,14,1994-10-21,Radioland Murders,22588
695,16,1994-10-28,Drop Squad,109461
696,17,1994-10-28,The Road to Wellville,10467
697,18,1994-10-28,Silent Fall,39473
698,19,1994-10-28,Squanto: A Warrior's Tale,65158
699,20,1994-10-28,Stargate,2164
700,21,1994-11-04,Double Dragon,2436
701,22,1994-11-04,Mary Shelley's Frankenstein,3036
702,23,1994-11-04,Oleanna,33633
703,25,1994-11-04,The War,19855
704,26,1994-11-11,Interview with the Vampire: The Vampire Chronicles,628
705,27,1994-11-11,The Santa Clause,11395
706,29,1994-11-18,Miracle on 34th Street,10510
707,31,1994-11-18,Star Trek Generations,193
708,32,1994-11-18,The Swan Princess,22586
709,34,1994-11-23,Love and a .45,15477
710,35,1994-11-23,A Low Down Dirty Shame,26352
711,37,1994-11-23,The Pagemaster,15139
712,38,1994-11-26,Fatherland,11248
713,39,1994-12-02,Cobb,29973
714,41,1994-12-02,Trapped in Paradise,23719
715,42,1994-12-09,Disclosure,8984
716,44,1994-12-10,Witch Hunt,41595
717,45,1994-12-16,Dumb and Dumber,8467
718,46,1994-12-16,Immortal Beloved,13701
719,47,1994-12-16,Speechless,15128
720,48,1994-12-21,Little Women,9587
721,49,1994-12-21,Mixed Nuts,24070
722,53,1994-12-23,Nell,1945
723,54,1994-12-23,Nobody's Fool,11593
724,55,1994-12-23,Ready to Wear (Prêt-à-Porter),3586
725,56,1994-12-23,Street Fighter,11667
726,59,1994-12-28,The Madness of King George,11318
727,0,1995-01-06,Houseguest,17207
728,2,1995-01-11,Higher Learning,16295
729,3,1995-01-13,Far from Home: The Adventures of Yellow Dog,27985
730,5,1995-01-13,Tales from the Crypt presents Demon Knight,9059
731,6,1995-01-20,Murder in the First,8438
732,8,1995-01-27,Before Sunrise,76
733,10,1995-01-27,Miami Rhapsody,17402
734,12,1995-02-03,Boys on the Side,9382
735,13,1995-02-03,In the Mouth of Madness,2654
736,16,1995-02-10,Billy Madison,11017
737,20,1995-02-17,Heavyweights,14819
738,21,1995-02-17,Just Cause,9061
739,22,1995-02-17,Mr. Payback: An Interactive Movie,267420
740,23,1995-02-24,The Hunted,32631
741,24,1995-02-24,The Walking Dead,95963
742,25,1995-02-25,Citizen X,12554
743,26,1995-03-03,Hideaway,27303
744,27,1995-03-03,Man of the House,40490
745,28,1995-03-03,The Mangler,13559
746,29,1995-03-03,Roommates,161495
747,33,1995-03-10,Outbreak,6950
748,35,1995-03-17,Candyman: Farewell to the Flesh,10824
749,36,1995-03-17,Losing Isaiah,28313
750,37,1995-03-18,In Pursuit of Honor,139826
751,38,1995-03-24,Dolores Claiborne,11929
752,40,1995-03-24,Major Payne,11008
753,41,1995-03-24,Tall Tale,41841
754,42,1995-03-31,Born to Be Wild,68927
755,45,1995-03-31,Jefferson in Paris,87729
756,46,1995-03-31,Tank Girl,9067
757,47,1995-03-31,Tommy Boy,11381
758,1,1995-04-07,Bad Boys,9737
759,2,1995-04-07,Circle of Friends,22625
760,4,1995-04-07,A Goofy Movie,15789
761,6,1995-04-12,Jury Duty,19326
762,7,1995-04-12,The Pebble and the Penguin,54648
763,8,1995-04-12,Stuart Saves His Family,28033
764,9,1995-04-19,New Jersey Drive,39310
765,10,1995-04-21,The Basketball Diaries,10474
766,11,1995-04-21,The Cure,6715
767,12,1995-04-21,Kiss of Death,6071
768,14,1995-04-21,While You Were Sleeping,2064
769,15,1995-04-26,Friday,10634
770,17,1995-04-28,Destiny Turns on the Radio,62488
771,18,1995-04-28,A Pyromaniac's Love Story,2307
772,19,1995-04-28,Top Dog,36278
773,20,1995-04-28,The Underneath,36141
774,21,1995-04-28,Village of the Damned,12122
775,22,1995-04-29,Tyson,50114
776,23,1995-05-03,My Family,38722
777,24,1995-05-03,Panther,41478
778,25,1995-05-05,French Kiss,397
779,26,1995-05-12,Crimson Tide,8963
780,27,1995-05-12,The Englishman Who Went up a Hill but Came down a Mountain,10612
781,28,1995-05-12,Gordy,47867
782,29,1995-05-12,The Perez Family,63020
783,30,1995-05-17,The City of Lost Children,902
784,31,1995-05-19,Die Hard with a Vengeance,1572
785,32,1995-05-19,Forget Paris,10525
786,35,1995-05-20,Indictment: The McMartin Trial,46725
787,36,1995-05-21,Above Suspicion,24711
788,37,1995-05-24,Braveheart,197
789,38,1995-05-24,Tales from the Hood,25066
790,39,1995-05-26,Casper,8839
791,40,1995-05-26,Johnny Mnemonic,9886
792,41,1995-05-26,Mad Love,47608
793,42,1995-06-02,The Bridges of Madison County,688
794,43,1995-06-02,Fluke,21183
795,45,1995-06-09,Congo,10329
796,46,1995-06-09,Party Girl,36196
797,47,1995-06-09,Smoke,10149
798,48,1995-06-09,Wigstock: The Movie,41650
799,49,1995-06-16,Batman Forever,414
800,50,1995-06-16,The Incredibly True Adventure of Two Girls in Love,29371
801,52,1995-06-23,Safe,32646
802,54,1995-06-24,The Infiltrator,144938
803,57,1995-06-30,Apollo 13,568
804,58,1995-06-30,Judge Dredd,9482
805,59,1995-06-30,Mighty Morphin Power Rangers: The Movie,9070
806,0,1995-07-07,First Knight,6520
807,1,1995-07-07,Species,9348
808,2,1995-07-11,Darkman II: The Return of Durant,18998
809,3,1995-07-12,Nine Months,11472
810,4,1995-07-14,The Indian in the Cupboard,11359
811,6,1995-07-19,Clueless,9603
812,7,1995-07-19,Free Willy 2: The Adventure Home,9073
813,8,1995-07-21,Living in Oblivion,9071
814,11,1995-07-28,Kids,9344
815,12,1995-07-28,The Net,1642
816,13,1995-07-28,Operation Dumbo Drop,27281
817,14,1995-07-28,Waterworld,9804
818,16,1995-08-04,Bushwhacked,26258
819,17,1995-08-04,Something to Talk About,18402
820,18,1995-08-04,Virtuosity,9271
821,19,1995-08-09,The Brothers McMullen,16388
822,20,1995-08-11,Dangerous Minds,9909
823,21,1995-08-11,A Kid in King Arthur's Court,37108
824,22,1995-08-11,Unzipped,77350
825,24,1995-08-18,The Baby-Sitters Club,48287
826,25,1995-08-18,Mortal Kombat,9312
827,26,1995-08-25,The Amazing Panda Adventure,30765
828,28,1995-08-25,Desperado,8068
829,29,1995-08-25,Dr. Jekyll and Ms. Hyde,37019
830,30,1995-08-25,Lord of Illusions,8973
831,33,1995-08-30,Magic in the Water,24962
832,35,1995-09-08,Last of the Dogmen,30718
833,36,1995-09-08,National Lampoon's Senior Trip,27993
834,37,1995-09-08,The Tie That Binds,79593
835,39,1995-09-09,Truman,16901
836,41,1995-09-15,Angus,25969
837,43,1995-09-15,The Stars Fell on Henrietta,139408
838,44,1995-09-15,Unstrung Heroes,52856
839,47,1995-09-22,Empire Records,13531
840,48,1995-09-22,The Return of the Texas Chainsaw Massacre,16780
841,50,1995-09-22,The Run of the Country,221917
842,51,1995-09-22,Seven,807
843,52,1995-09-22,Showgirls,10802
844,54,1995-09-29,The Big Green,26441
845,56,1995-09-29,Halloween: The Curse of Michael Myers,10987
846,57,1995-09-29,Moonlight and Valentino,68274
847,58,1995-09-29,Steal Big Steal Little,78406
848,1,1995-10-06,Assassins,9691
849,3,1995-10-06,How to Make an American Quilt,11861
850,4,1995-10-06,Kicking and Screaming,28387
851,9,1995-10-13,Jade,11863
852,10,1995-10-13,The Scarlet Letter,10533
853,11,1995-10-13,Strange Days,281
854,12,1995-10-14,The Affair,142772
855,13,1995-10-20,Get Shorty,8012
856,14,1995-10-20,Mallrats,2293
857,15,1995-10-20,Never Talk to Strangers,48781
858,16,1995-10-20,Now and Then,9263
859,17,1995-10-27,Copycat,1710
860,18,1995-10-27,The Doom Generation,13552
861,19,1995-10-27,Leaving Las Vegas,451
862,21,1995-10-27,Powder,12665
863,22,1995-10-27,Three Wishes,47939
864,24,1995-11-03,Fair Game,11859
865,25,1995-11-03,Gold Diggers: The Secret of Bear Mountain,35645
866,27,1995-11-03,Total Eclipse,36834
867,28,1995-11-10,Ace Ventura: When Nature Calls,9273
868,33,1995-11-17,The American President,9087
869,35,1995-11-17,It Takes Two,33689
870,36,1995-11-22,Casino,524
871,37,1995-11-22,Frankie Starlight,73067
872,38,1995-11-22,Last Summer in the Hamptons,188588
873,40,1995-11-22,Nick of Time,2086
874,43,1995-11-25,Sugartime,57689
875,44,1995-12-01,Things to Do in Denver When You're Dead,400
876,45,1995-12-01,White Man's Burden,31611
877,46,1995-12-01,Wild Bill,65796
878,47,1995-12-08,Father of the Bride Part II,11862
879,49,1995-12-13,Sense and Sensibility,4584
880,50,1995-12-15,Heat,949
881,51,1995-12-15,Jumanji,8844
882,52,1995-12-15,Othello,16420
883,53,1995-12-15,Sabrina,11860
884,54,1995-12-19,Magic Island,72302
885,56,1995-12-22,Balto,21032
886,57,1995-12-22,Cutthroat Island,1408
887,58,1995-12-22,Dracula: Dead and Loving It,12110
888,59,1995-12-22,Grumpier Old Men,15602
889,61,1995-12-22,Tom and Huck,45325
890,62,1995-12-22,Waiting to Exhale,31357
891,65,1995-12-29,12 Monkeys,63
892,66,1995-12-29,Dead Man Walking,687
893,67,1995-12-29,Mr. Holland's Opus,2054
894,68,1995-12-29,Restoration,35196
895,0,1996-01-12,Bio-Dome,9536
896,1,1996-01-12,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,10607
897,2,1996-01-12,Dunston Checks In,17414
898,3,1996-01-12,Eye for an Eye,17182
899,4,1996-01-12,Lawnmower Man 2: Beyond Cyberspace,11525
900,5,1996-01-12,Two If by Sea,19760
901,8,1996-01-26,Bed of Roses,20927
902,9,1996-01-26,Big Bully,36929
903,10,1996-01-26,Once Upon a Time...When We Were Colored,146599
904,15,1996-02-02,The Juror,9623
905,16,1996-02-02,White Squall,10534
906,17,1996-02-09,Beautiful Girls,9283
907,18,1996-02-09,Broken Arrow,9208
908,20,1996-02-09,Pie in the Sky,110972
909,21,1996-02-16,City Hall,11062
910,22,1996-02-16,Happy Gilmore,9614
911,23,1996-02-16,Mr. Wrong,47475
912,24,1996-02-16,Muppet Treasure Island,10874
913,25,1996-02-17,America's Dream,290521
914,26,1996-02-21,Bottle Rocket,13685
915,27,1996-02-23,Before and After,43566
916,28,1996-02-23,Mary Reilly,9095
917,29,1996-02-23,Unforgettable,2045
918,31,1996-02-24,The Late Shift,30330
919,32,1996-03-01,Down Periscope,9101
920,33,1996-03-01,Up Close & Personal,9302
921,34,1996-03-08,The Birdcage,11000
922,35,1996-03-08,Fargo,275
923,36,1996-03-08,Hellraiser: Bloodline,8766
924,37,1996-03-08,Homeward Bound II: Lost in San Francisco,25059
925,38,1996-03-08,If Lucy Fell,10324
926,41,1996-03-15,Ed,32308
927,42,1996-03-15,Executive Decision,2320
928,44,1996-03-22,Diabolique,10988
929,45,1996-03-22,Flirting with Disaster,2074
930,46,1996-03-22,Girl 6,61752
931,47,1996-03-22,It's My Party,33245
932,51,1996-03-22,Race the Sun,55731
933,52,1996-03-23,Rasputin: Dark Servant of Destiny,46827
934,53,1996-03-29,All Dogs Go to Heaven 2,19042
935,56,1996-03-29,A Family Thing,41852
936,57,1996-03-29,Sgt. Bilko,9099
937,2,1996-04-07,Sabrina the Teenage Witch,15674
938,3,1996-04-12,Fear,10543
939,4,1996-04-12,Getting Away with Murder,25697
940,5,1996-04-12,James and the Giant Peach,10539
941,8,1996-04-19,Celtic Pride,23449
942,10,1996-04-19,Mrs. Winterbourne,40001
943,12,1996-04-19,Mystery Science Theater 3000: The Movie,3065
944,13,1996-04-19,The Substitute,20762
945,14,1996-04-20,Soul of the Game,74942
946,17,1996-04-26,Mulholland Falls,10990
947,19,1996-04-26,Sunset Park,29649
948,20,1996-04-26,The Truth About Cats & Dogs,8866
949,21,1996-05-01,I Shot Andy Warhol,26890
950,24,1996-05-03,The Craft,9100
951,25,1996-05-03,The Great White Hype,20759
952,27,1996-05-03,The Pallbearer,23570
953,28,1996-05-10,Boys,43634
954,32,1996-05-10,Original Gangstas,40507
955,33,1996-05-10,Twister,664
956,34,1996-05-17,Flipper,36355
957,35,1996-05-17,Heaven's Prisoners,36915
958,36,1996-05-18,Norma Jean & Marilyn,41127
959,37,1996-05-22,Mission: Impossible,954
960,38,1996-05-24,Spy Hard,10535
961,40,1996-05-31,The Arrival,10547
962,41,1996-05-31,Dragonheart,8840
963,42,1996-05-31,Eddie,11107
964,45,1996-06-07,The Rock,9802
965,47,1996-06-14,Moll Flanders,18989
966,51,1996-06-19,A Perfect Candidate,124837
967,52,1996-06-21,Eraser,9268
968,53,1996-06-21,The Hunchback of Notre Dame,10545
969,54,1996-06-21,Lone Star,26748
970,55,1996-06-28,The Nutty Professor,9327
971,56,1996-06-28,Striptease,9879
972,57,1996-06-30,Grand Avenue,337362
973,3,1996-07-04,Special Effects: Anything Can Happen,244909
974,4,1996-07-10,Harriet the Spy,38223
975,6,1996-07-13,Don't Look Back,49315
976,7,1996-07-17,Kazaam,11511
977,9,1996-07-17,Walking and Talking,49963
978,10,1996-07-19,Fled,18550
979,14,1996-07-24,A Time to Kill,1645
980,15,1996-07-26,The Adventures of Pinocchio,18975
981,16,1996-07-26,Joe's Apartment,11962
982,19,1996-07-26,The Pompatus of Love,85328
983,20,1996-08-02,Chain Reaction,12123
984,21,1996-08-02,Emma,3573
985,22,1996-08-02,Matilda,10830
986,23,1996-08-02,Phat Beach,92381
987,24,1996-08-09,Basquiat,549
988,25,1996-08-09,Escape from L.A.,10061
989,26,1996-08-09,Jack,7095
990,28,1996-08-14,Alaska,36344
991,29,1996-08-14,House Arrest,18862
992,30,1996-08-16,Tales from the Crypt presents Bordello of Blood,9431
993,32,1996-08-16,Kansas City,22479
994,33,1996-08-16,Tin Cup,10478
995,35,1996-08-17,Gotti,14786
996,37,1996-08-21,Girls Town,110513
997,38,1996-08-23,Carpool,23945
998,39,1996-08-23,The Island of Dr. Moreau,9306
999,41,1996-08-23,Solo,29621
1000,42,1996-08-23,The Spitfire Grill,47907
1001,43,1996-08-23,A Very Brady Sequel,12606
1002,45,1996-08-30,First Kid,12559
1003,47,1996-08-30,The Trigger Effect,58770
1004,48,1996-09-01,"The Prisoner of Zenda, Inc.",256224
1005,50,1996-09-06,Bogus,3587
1006,51,1996-09-06,Bulletproof,10723
1007,52,1996-09-06,Killer: A Journal of Murder,59569
1008,54,1996-09-13,American Buffalo,31546
1009,55,1996-09-13,Feeling Minnesota,12656
1010,56,1996-09-13,Fly Away Home,11076
1011,57,1996-09-13,Grace of My Heart,58985
1012,58,1996-09-13,Maximum Risk,10861
1013,59,1996-09-13,The Rich Man's Wife,44465
1014,60,1996-09-14,Crime of the Century,198389
1015,61,1996-09-20,Big Night,18203
1016,62,1996-09-20,The First Wives Club,2925
1017,64,1996-09-20,Last Man Standing,9333
1018,69,1996-09-27,Entertaining Angels: The Dorothy Day Story,99479
1019,70,1996-09-27,Extreme Measures,11306
1020,1,1996-10-04,D3: The Mighty Ducks,10680
1021,2,1996-10-04,The Glimmer Man,9625
1022,3,1996-10-04,Infinity,2033
1023,4,1996-10-04,That Thing You Do!,9591
1024,7,1996-10-11,The Chamber,6346
1025,9,1996-10-11,The Ghost and the Darkness,10586
1026,11,1996-10-11,The Long Kiss Goodnight,11412
1027,12,1996-10-11,Looking for Richard,42314
1028,16,1996-10-16,Get on the Bus,49471
1029,18,1996-10-18,Sleepers,819
1030,19,1996-10-18,Swingers,10218
1031,22,1996-10-25,The Associate,11112
1032,23,1996-10-25,High School High,9308
1033,26,1996-10-25,Thinner,10280
1034,27,1996-10-25,Twelfth Night,44705
1035,28,1996-10-25,When We Were Kings,10548
1036,29,1996-11-01,Bad Moon,49763
1037,30,1996-11-01,Dear God,38554
1038,33,1996-11-01,Mother Night,20318
1039,34,1996-11-01,Romeo + Juliet,454
1040,36,1996-11-02,Mistrial,291613
1041,37,1996-11-06,Set It Off,9400
1042,38,1996-11-08,Hype!,30180
1043,39,1996-11-08,Mad Dog Time,66034
1044,40,1996-11-08,Ransom,3595
1045,44,1996-11-15,The Mirror Has Two Faces,25189
1046,45,1996-11-15,Space Jam,2300
1047,46,1996-11-20,The War at Home,59232
1048,50,1996-11-22,Star Trek: First Contact,199
1049,51,1996-11-23,"Rebound: The Legend of Earl ""The Goat"" Manigault",29804
1050,52,1996-11-27,101 Dalmatians,11674
1051,53,1996-11-27,The Crucible,20539
1052,55,1996-11-29,Adrenalin: Fear the Rush,55687
1053,56,1996-12-05,La freccia azzurra,52989
1054,57,1996-12-06,Daylight,11228
1055,58,1996-12-06,Everyone Says I Love You,9716
1056,60,1996-12-13,Jerry Maguire,9390
1057,61,1996-12-13,Mars Attacks!,75
1058,62,1996-12-13,The Preacher's Wife,21539
1059,63,1996-12-14,The Cherokee Kid,56281
1060,64,1996-12-15,Bastard Out of Carolina,41240
1061,65,1996-12-18,Marvin's Room,9819
1062,66,1996-12-18,In Love and War,26949
1063,67,1996-12-20,Beavis and Butt-Head Do America,3179
1064,68,1996-12-20,Ghosts of Mississippi,31908
1065,69,1996-12-20,My Fellow Americans,17795
1066,70,1996-12-20,One Fine Day,7300
1067,71,1996-12-20,Scream,4232
1068,74,1996-12-25,The Evening Star,30285
1069,76,1996-12-25,Hamlet,10549
1070,78,1996-12-25,Michael,2928
1071,79,1996-12-25,Mother,27265
1072,80,1996-12-25,The People vs. Larry Flynt,1630
1073,0,1997-01-10,The Relic,11015
1074,4,1997-01-17,Beverly Hills Ninja,9622
1075,6,1997-01-21,Hurricane Streets,125052
1076,9,1997-01-24,Prefontaine,26306
1077,11,1997-01-29,Gridlock'd,12489
1078,13,1997-01-31,Meet Wally Sparks,40506
1079,17,1997-02-07,The Beautician and the Beast,17894
1080,18,1997-02-07,Dante's Peak,9619
1081,19,1997-02-07,The Pest,17949
1082,20,1997-02-07,SubUrbia,28059
1083,21,1997-02-12,Dangerous Ground,52855
1084,22,1997-02-14,Absolute Power,66
1085,23,1997-02-14,Fools Rush In,1968
1086,24,1997-02-14,That Darn Cat,20735
1087,25,1997-02-14,Touch,61563
1088,30,1997-02-21,Rosewood,25624
1089,31,1997-02-22,Miss Evers' Boys,133958
1090,33,1997-02-26,Booty Call,21915
1091,35,1997-02-28,Hard Eight,8052
1092,37,1997-02-28,Smilla's Sense of Snow,9311
1093,38,1997-03-05,The Daytrippers,49806
1094,39,1997-03-07,Good Luck,97568
1095,41,1997-03-07,Private Parts,9403
1096,42,1997-03-14,City of Industry,18420
1097,43,1997-03-14,Love Jones,27322
1098,47,1997-03-18,"Honey, We Shrunk Ourselves",11425
1099,49,1997-03-21,Liar Liar,1624
1100,50,1997-03-21,Selena,16052
1101,51,1997-03-26,Cats Don't Dance,24662
1102,53,1997-03-28,The 6th Man,36807
1103,54,1997-03-28,B*A*P*S,18423
1104,0,1997-04-04,Anna Karenina,50512
1105,1,1997-04-04,Chasing Amy,2255
1106,2,1997-04-04,Double Team,9405
1107,3,1997-04-04,Inventing the Abbotts,12723
1108,4,1997-04-04,The Saint,618201
1109,5,1997-04-04,That Old Feeling,25796
1110,6,1997-04-11,Anaconda,9360
1111,7,1997-04-11,Grosse Pointe Blank,9434
1112,8,1997-04-11,Keys to Tulsa,118991
1113,11,1997-04-18,8 Heads in a Duffel Bag,13982
1114,12,1997-04-18,McHale's Navy,14908
1115,13,1997-04-18,Murder at 1600,9415
1116,14,1997-04-20,In the Gloaming,63148
1117,15,1997-04-25,A Brother's Kiss,102878
1118,17,1997-04-25,Romy and Michele's High School Reunion,9611
1119,19,1997-04-25,Volcano,10357
1120,21,1997-05-02,Austin Powers: International Man of Mystery,816
1121,22,1997-05-02,Breakdown,2163
1122,24,1997-05-02,Commandments,16399
1123,25,1997-05-02,"Truth or Consequences, N.M.",31017
1124,26,1997-05-02,Warriors of Virtue,49478
1125,27,1997-05-09,Fathers' Day,12499
1126,29,1997-05-09,Nowhere,1811
1127,32,1997-05-14,Sprung,60082
1128,33,1997-05-16,Love! Valour! Compassion!,64802
1129,37,1997-05-23,Addicted to Love,2058
1130,38,1997-05-23,The Lost World: Jurassic Park,330
1131,39,1997-05-30,Gone Fishin',9054
1132,40,1997-05-30,'Til There Was You,32872
1133,41,1997-05-30,Trial and Error,17770
1134,42,1997-06-06,Buddy,15170
1135,44,1997-06-13,Speed 2: Cruise Control,1639
1136,46,1997-06-13,Ulee's Gold,55306
1137,48,1997-06-14,Path to Paradise: The Untold Story of the World Trade Center Bombing,38734
1138,50,1997-06-20,Batman & Robin,415
1139,52,1997-06-20,The Last Time I Committed Suicide,34941
1140,55,1997-06-27,Face/Off,754
1141,0,1997-07-02,Men in Black,607
1142,1,1997-07-02,Out to Sea,18080
1143,2,1997-07-02,Wild America,38225
1144,3,1997-07-09,4 Little Girls,26580
1145,4,1997-07-11,Contact,686
1146,5,1997-07-11,"This World, Then the Fireworks",60033
1147,6,1997-07-11,A Simple Wish,17834
1148,8,1997-07-18,"Kiss Me, Guido",32519
1149,9,1997-07-18,Mrs. Brown,17589
1150,10,1997-07-18,Nothing to Lose,11676
1151,12,1997-07-23,Star Maps,108401
1152,13,1997-07-25,Air Force One,9772
1153,15,1997-07-25,Good Burger,14817
1154,18,1997-08-01,Air Bud,20737
1155,20,1997-08-01,Picture Perfect,9413
1156,22,1997-08-05,Pooh's Grand Adventure: The Search for Christopher Robin,14903
1157,23,1997-08-06,Def Jam's How to Be a Player,28353
1158,25,1997-08-08,Conspiracy Theory,8834
1159,28,1997-08-13,The Full Monty,9427
1160,29,1997-08-15,Cop Land,2142
1161,30,1997-08-15,Event Horizon,8413
1162,32,1997-08-15,Steel,8854
1163,33,1997-08-17,12 Angry Men,12219
1164,36,1997-08-22,Leave It to Beaver,37244
1165,37,1997-08-22,Mimic,4961
1166,38,1997-08-22,Money Talks,9416
1167,41,1997-08-27,Hoodlum,22073
1168,42,1997-08-29,Excess Baggage,26180
1169,43,1997-08-29,Kull the Conqueror,17832
1170,44,1997-08-29,She's So Lovely,38295
1171,45,1997-09-05,Fire Down Below,14289
1172,46,1997-09-05,Julian Po,100196
1173,47,1997-09-06,First Time Felon,50296
1174,48,1997-09-09,Casper: A Spirited Beginning,39346
1175,50,1997-09-12,The Disappearance of Garcia Lorca,1179527
1176,52,1997-09-12,The Game,2649
1177,53,1997-09-17,The Myth of Fingerprints,98502
1178,55,1997-09-19,Going All the Way,118075
1179,56,1997-09-19,L.A. Confidential,2118
1180,58,1997-09-19,A Thousand Acres,66588
1181,59,1997-09-19,Wishmaster,10351
1182,63,1997-09-26,The Peacemaker,6623
1183,64,1997-09-26,Soul Food,29461
1184,0,1997-10-03,"Fast, Cheap & Out of Control",25099
1185,2,1997-10-03,The Locusts,75250
1186,3,1997-10-03,The Matchmaker,20457
1187,4,1997-10-03,U Turn,10155
1188,5,1997-10-08,Gang Related,14398
1189,7,1997-10-10,The House of Yes,33344
1190,8,1997-10-10,Most Wanted,34309
1191,9,1997-10-10,RocketMan,36797
1192,11,1997-10-10,Washington Square,45019
1193,14,1997-10-17,Best Men,19952
1194,15,1997-10-17,The Devil's Advocate,1813
1195,16,1997-10-17,I Know What You Did Last Summer,3597
1196,17,1997-10-17,Playing God,12628
1197,18,1997-10-24,FairyTale: A True Story,29911
1198,20,1997-10-24,A Life Less Ordinary,8067
1199,21,1997-10-31,Critical Care,61337
1200,23,1997-10-31,Switchback,10871
1201,24,1997-11-07,Eve's Bayou,45153
1202,25,1997-11-07,Mad City,9770
1203,26,1997-11-07,Starship Troopers,563
1204,28,1997-11-11,Beauty and the Beast: The Enchanted Christmas,13313
1205,29,1997-11-14,The Jackal,4824
1206,32,1997-11-14,The Man Who Knew Too Little,9414
1207,34,1997-11-14,One Night Stand,12616
1208,35,1997-11-15,Don King: Only in America,31907
1209,37,1997-11-21,Midnight in the Garden of Good and Evil,8197
1210,42,1997-11-26,Bent,19601
1211,43,1997-11-26,Flubber,9574
1212,45,1997-12-05,Good Will Hunting,489
1213,46,1997-12-10,Amistad,11831
1214,47,1997-12-12,Deconstructing Harry,2639
1215,49,1997-12-12,Home Alone 3,9714
1216,50,1997-12-12,Scream 2,4233
1217,51,1997-12-13,Breast Men,19850
1218,53,1997-12-19,Mouse Hunt,6283
1219,58,1997-12-25,The Education of Little Tree,62394
1220,59,1997-12-25,Jackie Brown,184
1221,60,1997-12-25,Kundun,9746
1222,61,1997-12-25,Mr. Magoo,9438
1223,62,1997-12-25,The Postman,9922
1224,63,1997-12-25,Wag the Dog,586
1225,64,1997-12-26,Afterglow,26941
1226,66,1997-12-31,The Boxer,16992
1227,67,1997-12-31,Oscar and Lucinda,39780
1228,1,1998-01-16,Fallen,9411
1229,2,1998-01-16,Half Baked,9490
1230,3,1998-01-16,Hard Rain,11258
1231,4,1998-01-23,The Gingerbread Man,12488
1232,5,1998-01-23,Phantoms,9827
1233,8,1998-01-23,Swept from the Sea,1959
