,index,Released,English title,TMDB_id
0,6,2020-01-10,The Murder of Nicole Brown Simpson,527534
1,7,2020-01-14,Angels Fallen,662844
2,10,2020-01-17,A Fall from Grace,651070
3,14,2020-01-24,John Henry,658199
4,15,2020-01-31,The Rhythm Section,466622
5,17,2020-01-31,The Assistant,627463
6,22,2020-02-12,To All the Boys: P.S. I Still Love You,565426
7,25,2020-02-14,The Photograph,589049
8,27,2020-02-14,Spy Intervention,663255
9,34,2020-02-21,Impractical Jokers: The Movie,566927
10,36,2020-02-28,All the Bright Places,342470
11,37,2020-02-28,Wendy,399363
12,41,2020-03-06,Spenser Confidential,581600
13,42,2020-03-06,The Banker,627725
14,43,2020-03-06,The Burnt Orange Heresy,566872
15,51,2020-03-13,The Roads Not Taken,567714
16,52,2020-03-13,Never Rarely Sometimes Always,595671
17,53,2020-03-13,Big Time Adolescence,539617
18,54,2020-03-13,Lost Transmissions,535987
19,56,2020-03-27,Resistance,491926
20,57,2020-03-27,Uncorked,660609
21,0,2020-04-03,Coffee & Kareem,615177
22,2,2020-04-10,Love Wedding Repeat,624808
23,3,2020-04-10,The Main Event,637157
24,5,2020-04-10,The Lost Husband,686142
25,6,2020-04-10,Corona Zombies,684420
26,8,2020-04-22,The Willoughbys,560044
27,9,2020-04-24,Extraction,545609
28,12,2020-04-30,Dangerous Lies,689723
29,13,2020-05-01,All Day and a Night,530956
30,15,2020-05-01,The Half of It,597219
31,16,2020-05-05,Arkansas,560204
32,17,2020-05-08,Valley Girl,482273
33,19,2020-05-13,The Wrong Missy,582596
34,21,2020-05-15,Proximity,693158
35,22,2020-05-15,Blood and Money,691812
36,23,2020-05-19,Body Cam,513268
37,24,2020-05-22,The Lovebirds,576156
38,30,2020-06-05,The Last Days of American Crime,339095
39,32,2020-06-05,Mighty Oak,711696
40,34,2020-06-12,Da 5 Bloods,581859
41,35,2020-06-12,Artemis Fowl,475430
42,38,2020-06-18,You Should Have Left,514593
43,40,2020-06-19,Feel the Beat,707886
44,42,2020-06-24,Athlete A,684700
45,43,2020-06-26,Eurovision Song Contest: The Story of Fire Saga,531454
46,0,2020-07-03,Hamilton,556574
47,1,2020-07-03,Relic,539181
48,3,2020-07-10,The Old Guard,547016
49,6,2020-07-10,Palm Springs,587792
50,7,2020-07-16,Fatal Affair,714375
51,12,2020-07-24,The Kissing Booth 2,583083
52,14,2020-07-31,Black Is King,719643
53,17,2020-07-31,She Dies Tomorrow,664297
54,19,2020-08-07,The Tax Collector,531499
55,21,2020-08-14,Project Power,605116
56,23,2020-08-14,Magic Camp,454433
57,24,2020-08-14,Spree,653598
58,26,2020-08-21,The One and Only Ivan,508570
59,30,2020-08-21,Words on Bathroom Walls,523781
60,32,2020-08-21,Chemical Hearts,621013
61,36,2020-08-28,I'm Thinking of Ending Things,500840
62,37,2020-08-28,Phineas and Ferb the Movie: Candace Against the Universe,594328
63,38,2020-08-28,All Together Now,615466
64,40,2020-08-28,Centigrade,680028
65,44,2020-09-04,Mulan,337401
66,47,2020-09-04,Guest House,594084
67,48,2020-09-10,The Babysitter: Killer Queen,623491
68,49,2020-09-10,Unpregnant,632666
69,50,2020-09-11,The Devil All the Time,499932
70,51,2020-09-11,The Broken Hearts Gallery,616251
71,54,2020-09-16,The Secrets We Keep,615115
72,58,2020-09-18,Lost Girls & Love Hotels,479259
73,59,2020-09-18,Killian & the Comeback Kids,803708
74,60,2020-09-23,Enola Holmes,497582
75,61,2020-09-25,The Trial of the Chicago 7,556984
76,63,2020-09-25,Kajillionaire,541305
77,64,2020-09-25,The Last Shift,653606
78,65,2020-09-25,Secret Society of Second-Born Royals,621870
79,67,2020-09-29,Sightless,733156
80,68,2020-09-30,The Boys in the Band,597156
81,2,2021-01-12,Dr. Bird's Advice for Sad Poets,533705
82,3,2021-01-13,The White Tiger,628534
83,6,2021-01-15,Outside the Wire,775996
84,7,2021-01-15,The Marksman,634528
85,8,2021-01-15,The Ultimate Playlist of Noise,776884
86,12,2021-01-22,No Man's Land,678491
87,13,2021-01-22,Born a Champion,766931
88,14,2021-01-26,Wrong Turn,630586
89,17,2021-01-29,Finding ʻOhana,644092
90,18,2021-01-29,Nomadland,581734
91,19,2021-01-29,Malcolm & Marie,722913
92,22,2021-02-05,Bliss,613911
93,23,2021-02-05,Little Fish,586791
94,24,2021-02-05,Son of the South,686548
95,25,2021-02-05,PVT Chat,670129
96,27,2021-02-12,Judas and the Black Messiah,583406
97,28,2021-02-12,The Mauritanian,644583
98,31,2021-02-12,Minari,615643
99,32,2021-02-12,To All the Boys: Always and Forever,614409
100,33,2021-02-12,The World to Come,506281
101,34,2021-02-12,French Exit,599960
102,35,2021-02-12,Land,598896
103,36,2021-02-12,Willy's Wonderland,643586
104,37,2021-02-12,The Map of Tiny Perfect Things,672647
105,38,2021-02-12,Fear of Rain,599281
106,39,2021-02-19,I Care a Lot,601666
107,40,2021-02-19,Flora & Ulysses,621876
108,41,2021-02-19,Silk Road,579051
109,44,2021-02-26,Cherry,544401
110,45,2021-02-26,Crisis,580532
111,46,2021-02-26,Billie Eilish: The World's a Little Blurry,654754
112,48,2021-03-03,Moxie,583689
113,49,2021-03-04,Coming 2 America,484718
114,54,2021-03-05,Boogie,631058
115,55,2021-03-12,Yes Day,638597
116,56,2021-03-12,Long Weekend,635012
117,57,2021-03-12,Cosmic Sin,681887
118,58,2021-03-12,Trust,795230
119,59,2021-03-18,Zack Snyder's Justice League,791373
120,62,2021-03-19,Happily,673319
121,64,2021-03-26,Bad Trip,578908
122,65,2021-03-26,The Seventh Day,645856
123,66,2021-03-26,Senior Moment,762888
124,67,2021-03-26,North Hollywood,681355
125,2,2021-04-02,Every Breath You Take,803923
126,3,2021-04-02,Shiva Baby,664300
127,4,2021-04-02,The Girl Who Believes in Miracles,805195
128,5,2021-04-02,The Believer,808865
129,6,2021-04-06,Dawn of the Beast,786584
130,8,2021-04-09,Thunder Force,615678
131,9,2021-04-16,Arlo the Alligator Boy,763568
132,11,2021-04-16,In the Earth,748853
133,15,2021-04-23,Together Together,776515
134,16,2021-04-23,We Broke Up,680319
135,17,2021-04-23,The Deep Ones,674564
136,18,2021-04-29,Things Heard & Seen,631060
137,21,2021-04-30,The Virtuoso,808023
138,22,2021-04-30,Four Good Days,641960
139,23,2021-04-30,Separation,760195
140,24,2021-04-30,The Resort,810271
141,28,2021-05-07,Mainstream,557950
142,30,2021-05-07,Here Today,711475
143,34,2021-05-12,Oxygen,471498
144,35,2021-05-14,Army of the Dead,503736
145,43,2021-05-21,Dream Horse,603206
146,44,2021-05-21,Aquarium of the Dead,809929
147,45,2021-05-21,Blast Beat,653659
148,52,2021-06-04,Gully,514995
149,54,2021-06-04,Under the Stadium Lights,813858
150,55,2021-06-04,Grace and Grit,347616
151,56,2021-06-09,Awake,615658
152,63,2021-06-11,The House Next Door: Meet the Blacks 2,583116
153,64,2021-06-11,Queen Bees,553592
154,65,2021-06-11,DOMINO: Battle of the Bones,839017
155,68,2021-06-18,Fatherhood,607259
156,69,2021-06-18,The Birthday Cake,624481
157,70,2021-06-18,Rita Moreno: Just a Girl Who Decided to Go for It,776526
158,71,2021-06-18,The Sparks Brothers,776485
159,72,2021-06-18,Truman & Tennessee: An Intimate Conversation,730081
160,74,2021-06-18,Love Spreads,695396
161,75,2021-06-18,A Crime on the Bayou,763040
162,76,2021-06-23,Good on Paper,823461
163,79,2021-06-25,Werewolves Within,800497
164,82,2021-06-25,I Carry You with Me,653594
165,83,2021-06-25,Mary J. Blige's My Life,835860
166,86,2021-06-30,America: The Motion Picture,739542
167,5,2021-07-02,Summer of Soul,776527
168,6,2021-07-02,Till Death,672741
169,7,2021-07-02,Let Us In,629227
170,10,2021-07-09,Summertime,653715
171,11,2021-07-14,Gunpowder Milkshake,574060
172,16,2021-07-16,Pig,635731
173,17,2021-07-16,Out of Death,774714
174,18,2021-07-16,Roadrunner: A Film About Anthony Bourdain,642732
175,19,2021-07-20,How It Ends,776559
176,20,2021-07-21,Trollhunters: Rise of the Titans,730840
177,25,2021-07-23,Midnight in the Switchgrass,693113
178,26,2021-07-23,Broken Diamonds,528360
179,27,2021-07-23,Val,834027
180,28,2021-07-23,Ailey,776519
181,33,2021-07-30,Ride the Eagle,830991
182,34,2021-07-30,The Evening Hour,653568
183,36,2021-07-30,Enemies of the State,698495
184,38,2021-08-06,Naked Singularity,624789
185,39,2021-08-06,John and the Hole,682532
186,41,2021-08-06,Playing God,717693
187,42,2021-08-06,Swan Song,794602
188,44,2021-08-11,The Kissing Booth 3,727745
189,50,2021-08-13,CODA,776503
190,51,2021-08-13,Not Going Quietly,736117
191,55,2021-08-20,The Loud House Movie,410113
192,57,2021-08-20,Flag Day,662712
193,58,2021-08-20,Cryptozoo,776660
194,59,2021-08-20,Habit,682376
195,61,2021-08-20,Risen,850099
196,62,2021-08-23,The Witcher: Nightmare of the Wolf,666243
197,65,2021-08-27,Vacation Friends,653349
198,66,2021-08-27,He's All That,347626
199,68,2021-08-27,Rushed,828305
200,69,2021-09-02,Afterlife of the Party,785457
201,71,2021-09-03,Cinderella,593910
202,73,2021-09-03,The Gateway,713711
203,74,2021-09-03,Wild Indian,656991
204,75,2021-09-03,We Need to Do Something,769364
205,76,2021-09-10,Kate,597891
206,77,2021-09-10,Everybody's Talking About Jamie,624899
207,83,2021-09-10,Small Engine Repair,665896
208,84,2021-09-10,Language Lessons,795530
209,85,2021-09-10,Show Me the Father,858385
210,86,2021-09-10,Catch the Bullet,859860
211,88,2021-09-10,Bad Candy,520963
212,89,2021-09-12,Generation Wrecks,858097
213,91,2021-09-15,Nightbooks,739990
214,92,2021-09-17,The Starling,468225
215,93,2021-09-17,The Eyes of Tammy Faye,601470
216,99,2021-09-17,Lady of the Manor,761388
217,101,2021-09-17,My Name is Pauli Murray,776589
218,102,2021-09-17,The Killing of Kenneth Chamberlain,647557
219,103,2021-09-22,Intrusion,785752
220,105,2021-09-24,Dear Evan Hansen,567690
221,106,2021-09-24,The Guilty,567748
222,1,2022-01-07,The Legend of La Llorona,631947
223,2,2022-01-07,The Commando,753232
224,3,2022-01-07,American Siege,766907
225,4,2022-01-14,Scream,927569
226,6,2022-01-14,Shattered,844398
227,7,2022-01-20,The Royal Treatment,790142
228,8,2022-01-21,Redeeming Love,698508
229,9,2022-01-21,The King's Daughter,245842
230,11,2022-01-21,Hellblazers,801691
231,13,2022-01-28,Home Team,817648
232,14,2022-01-28,The Ice Age Adventures of Buck Wild,774825
233,15,2022-01-28,Clean,689700
234,19,2022-02-04,The Long Night,925705
235,20,2022-02-10,Kimi,800510
236,26,2022-02-11,Tall Girl 2,772272
237,27,2022-02-11,The Sky Is Everywhere,640265
238,28,2022-02-11,The In Between,818750
239,29,2022-02-17,Fistful of Vengeance,890656
240,32,2022-02-18,Texas Chainsaw Massacre,632727
241,34,2022-02-18,A Fairy Tale After All,830027
242,37,2022-02-25,A Madea Homecoming,845404
243,38,2022-02-25,No Exit,833425
244,39,2022-02-25,I'll Find You,604176
245,40,2022-02-25,Gasoline Alley,916821
246,42,2022-03-04,After Yang,585378
247,44,2022-03-04,A Day to Die,864116
248,46,2022-03-11,The Adam Project,696806
249,47,2022-03-11,Turning Red,940075
250,49,2022-03-17,Rescued by Ruby,921655
251,51,2022-03-18,Deep Water,619979
252,52,2022-03-18,Cheaper by the Dozen,691683
253,55,2022-03-18,Umma,751237
254,56,2022-03-18,Alice,714676
255,57,2022-03-18,Master,680829
