,index,Released,English title,TMDB_id
90,1,1980-10-03,The First Deadly Sin,28614
91,3,1980-10-03,The Man with Bogart's Face,36460
92,4,1980-10-03,"Oh, God! Book II",38147
93,5,1980-10-03,One-Trick Pony,42157
94,7,1980-10-03,Terror Train,40969
95,13,1980-10-14,Fade to Black,40034
96,14,1980-10-17,Foolin' Around,107414
97,17,1980-10-17,Times Square,76411
98,21,1980-10-31,Sunday Lovers,138100
99,22,1980-10-31,Touched by Love,261794
100,23,1980-10-31,Witches' Brew,315838
101,25,1980-11-07,The Boogeyman,40220
102,27,1980-11-11,Shogun Assassin,15119
103,28,1980-11-14,The Idolmaker,42159
104,29,1980-11-14,Raging Bull,1578
105,30,1980-11-19,Heaven's Gate,10935
106,31,1980-11-21,The Apple,49069
107,34,1980-11-26,Rockshow,165243
108,35,1980-12-01,A Change of Seasons,60816
109,36,1980-12-03,The Competition,42158
110,40,1980-12-12,Stir Crazy,21629
111,42,1980-12-17,Any Which Way You Can,17169
112,43,1980-12-17,The Dogs of War,20681
113,47,1980-12-19,The Formula,31603
114,48,1980-12-19,Inside Moves,39503
115,51,1980-12-19,Seems Like Old Times,28124
116,52,1980-12-25,Altered States,11542
117,53,1980-12-25,First Family,124210
118,1,1981-01-14,Scanners,9538
119,5,1981-01-30,The Incredible Shrinking Woman,12472
120,6,1981-02-06,"Fort Apache, The Bronx",23668
121,7,1981-02-11,My Bloody Valentine,39874
122,8,1981-02-11,Sphinx,47890
123,9,1981-02-13,American Pop,29204
124,10,1981-02-13,Charlie Chan and the Curse of the Dragon Queen,66592
125,11,1981-02-13,Eyewitness,31679
126,12,1981-03-06,All Night Long,140413
127,13,1981-03-06,The Devil and Max Devlin,40866
128,15,1981-03-06,On the Right Track,80388
129,16,1981-03-13,Back Roads,61653
130,17,1981-03-13,The Funhouse,13555
131,18,1981-03-13,Modern Romance,63443
132,19,1981-03-20,Amy,217977
133,21,1981-03-20,Omen III: The Final Conflict,10768
134,22,1981-03-20,The Postman Always Rings Twice,11027
135,25,1981-03-27,Thief,11524
136,5,1981-04-10,Excalibur,11527
137,6,1981-04-10,Going Ape!,75963
138,8,1981-04-10,Knightriders,22167
139,10,1981-04-17,Caveman,18905
140,11,1981-04-17,Lion of the Desert,26843
141,12,1981-04-24,Cattle Annie and Little Britches,167262
142,13,1981-04-24,The Hand,42149
143,14,1981-04-24,Ms. 45,22171
144,16,1981-04-24,Take This Job and Shove It,42371
145,17,1981-05-01,Friday the 13th Part 2,9725
146,18,1981-05-01,Graduation Day,27420
147,20,1981-05-03,Image of the Beast,190544
148,21,1981-05-08,The Burning,24124
149,23,1981-05-15,The Fan,74899
150,24,1981-05-15,Happy Birthday to Me,37936
151,26,1981-05-22,Bustin' Loose,31361
152,27,1981-05-22,The Four Seasons,25113
153,29,1981-05-22,Outland,10540
154,30,1981-05-29,Dead & Buried,24274
155,32,1981-05-29,Polyester,14269
156,34,1981-06-05,Final Exam,40469
157,35,1981-06-05,Tuck Everlasting,91538
158,36,1981-06-12,Clash of the Titans,10323
159,40,1981-06-12,"History of the World, Part I",10156
160,41,1981-06-12,Raiders of the Lost Ark,85
161,42,1981-06-19,The Cannonball Run,11286
162,46,1981-06-26,Dragonslayer,848
163,48,1981-06-26,The Great Muppet Caper,14900
164,50,1981-06-26,Stripes,10890
165,0,1981-07-01,S.O.B.,27225
166,2,1981-07-10,The Fox and the Hound,10948
167,3,1981-07-17,Arthur,13665
168,4,1981-07-17,Endless Love,19114
169,5,1981-07-17,"Zorro, The Gay Blade",19317
170,6,1981-07-24,Blow Out,11644
171,7,1981-07-24,Eye of the Needle,10863
172,8,1981-07-24,Wolfen,10725
173,10,1981-07-31,Under the Rainbow,47941
174,13,1981-08-07,Heavy Metal,11827
175,14,1981-08-07,Student Bodies,21515
176,15,1981-08-07,"Tarzan, the Ape Man",26325
177,17,1981-08-14,Deadly Blessing,33016
178,18,1981-08-14,An Eye for an Eye,42566
179,20,1981-08-21,An American Werewolf in London,814
180,21,1981-08-21,First Monday in October,85058
181,22,1981-08-21,Honky Tonk Freeway,47871
182,24,1981-08-28,Body Heat,14412
183,25,1981-08-28,Chu Chu and the Philly Flash,58442
184,26,1981-08-28,Hell Night,28377
185,28,1981-09-18,Continental Divide,26560
186,32,1981-09-18,Raggedy Man,96966
187,33,1981-09-23,Rich and Famous,109962
188,34,1981-09-25,The Boogens,33721
189,36,1981-09-25,Only When I Laugh,42146
190,37,1981-09-25,So Fine,84735
191,39,1981-09-25,True Confessions,32077
192,1,1981-10-02,Paternity,54660
193,2,1981-10-02,Zoot Suit,76397
194,4,1981-10-09,Tattoo,69169
195,6,1981-10-11,My Dinner with Andre,25468
196,7,1981-10-14,Just Before Dawn,39982
197,11,1981-10-23,Nightmare,40368
198,13,1981-10-23,Silence of the North,293483
199,14,1981-10-30,Halloween II,11281
200,15,1981-10-30,Looker,21874
201,16,1981-10-30,Shock Treatment,27997
202,17,1981-11-01,Death of a Centerfold: The Dorothy Stratten Story,83974
203,18,1981-11-06,The Prowler,44247
204,21,1981-11-13,Porky's,10246
205,22,1981-11-13,The Pursuit of D. B. Cooper,45226
206,23,1981-11-20,The Looney Looney Looney Bugs Bunny Movie,41394
207,24,1981-11-20,Ragtime,25566
208,26,1981-12-04,On Golden Pond,11816
209,29,1981-12-11,Dawn of the Mummy,40467
210,30,1981-12-11,Four Friends,70971
211,31,1981-12-11,Pennies from Heaven,17450
212,35,1981-12-18,Ghost Story,24634
213,36,1981-12-18,Neighbors,19507
214,37,1981-12-18,Sharky's Machine,14664
215,39,1981-12-20,Taps,10627
216,40,1981-12-25,Modern Problems,16471
217,2,1982-01-22,The Seduction,30038
218,3,1982-01-22,Shoot the Moon,52772
219,4,1982-01-22,Vice Squad,63460
220,5,1982-01-29,The Border,22023
221,6,1982-02-05,Butterfly,34697
222,7,1982-02-05,Night Crossing,58995
223,8,1982-02-05,Personal Best,27609
224,9,1982-02-11,One from the Heart,41291
225,11,1982-02-12,The Beast Within,40219
226,12,1982-02-12,Cannery Row,25297
227,14,1982-02-12,Making Love,41913
228,15,1982-02-12,Missing,15600
229,17,1982-02-19,Barbarosa,31665
230,19,1982-02-20,Death Wish II,14373
231,21,1982-03-05,Evil Under the Sun,4193
232,23,1982-03-05,I'm Dancing as Fast as I Can,122741
233,24,1982-03-12,Parasite,48311
234,25,1982-03-12,Richard Pryor: Live on the Sunset Strip,21923
235,26,1982-03-19,Deathtrap,17590
236,28,1982-03-24,Eating Raoul,28940
237,29,1982-03-26,I Ought to Be in Pictures,42128
238,0,1982-04-02,A Little Sex,65013
239,1,1982-04-02,Cat People,6217
240,4,1982-04-02,Penitentiary II,65452
241,5,1982-04-02,Silent Rage,27150
242,6,1982-04-02,Some Kind of Hero,37607
243,13,1982-04-30,Next of Kin,84993
244,14,1982-04-30,Partners,72340
245,15,1982-04-30,Soup for One,206820
246,17,1982-05-07,Forbidden World,42251
247,20,1982-05-14,The House Where Evil Dwells,86068
248,23,1982-05-21,Annie,15739
249,24,1982-05-21,Dead Men Don't Wear Plaid,9442
250,25,1982-05-21,Fighting Back,103210
251,27,1982-05-28,The Escape Artist,57725
252,28,1982-05-28,Rocky III,1371
253,31,1982-06-04,Hanky Panky,25001
254,32,1982-06-04,Poltergeist,609
255,33,1982-06-04,Star Trek II: The Wrath of Khan,154
256,34,1982-06-11,E.T. the Extra-Terrestrial,601
257,35,1982-06-11,Grease 2,9037
258,36,1982-06-18,Author! Author!,41760
259,37,1982-06-18,Firefox,10724
260,38,1982-06-25,Blade Runner,78
261,39,1982-06-25,Megaforce,27380
262,40,1982-06-25,The Thing,1091
263,1,1982-07-09,Tron,97
264,2,1982-07-16,A Midsummer Night's Sex Comedy,8288
265,3,1982-07-16,Six Pack,46925
266,4,1982-07-16,Summer Lovers,19415
267,5,1982-07-16,Young Doctors in Love,47947
268,6,1982-07-23,The Best Little Whorehouse in Texas,16363
269,7,1982-07-23,The Challenge,39274
270,9,1982-07-23,Zapped!,23943
271,10,1982-07-30,Forced Vengeance,32065
272,12,1982-07-30,Night Shift,14742
273,13,1982-07-30,Tex,27332
274,14,1982-08-04,Things Are Tough All Over,20197
275,15,1982-08-06,The Pirate Movie,25872
276,16,1982-08-13,Fast Times at Ridgemont High,13342
277,17,1982-08-13,Friday the 13th Part III,9728
278,19,1982-08-13,Tempest,48249
279,21,1982-08-20,Class of 1984,11564
280,22,1982-08-28,The Junkman,54498
281,25,1982-09-10,Endangered Species,65300
282,30,1982-09-24,Amityville II: The Possession,16235
283,31,1982-09-24,"Yes, Giorgio",88451
284,32,1982-09-25,The Facts of Life Goes to Paris,336176
285,33,1982-09-28,The Shadow Riders,22765
286,0,1982-10-01,Hey Good Lookin',32202
287,1,1982-10-01,My Favorite Year,31044
288,3,1982-10-03,Split Image,52777
289,4,1982-10-15,Love Child,83301
290,6,1982-10-21,The Plague Dogs,30060
291,7,1982-10-22,First Blood,1368
292,8,1982-10-22,Halloween III: Season of the Witch,10676
293,9,1982-10-22,Jinxed!,79008
294,10,1982-10-22,Monsignor,124963
295,11,1982-10-22,The Sender,69870
296,12,1982-10-29,It Came from Hollywood,30168
297,13,1982-10-29,Class Reunion,33374
298,18,1982-11-09,The Scarlet Pimpernel,23615
299,19,1982-11-10,Creepshow,16281
300,20,1982-11-12,Alone in the Dark,40952
301,21,1982-11-12,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",67772
302,22,1982-11-12,Five Days One Summer,89571
303,23,1982-11-12,Jimmy the Kid,38924
304,27,1982-11-19,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,26730
305,28,1982-11-19,Heidi's Song,56827
306,29,1982-11-19,The Last Unicorn,10150
307,30,1982-11-19,Still of the Night,32048
308,32,1982-12-03,Frances,3526
309,35,1982-12-08,The Verdict,24226
310,36,1982-12-10,Airplane II: The Sequel,2665
311,37,1982-12-10,Mighty Mouse in the Great Space Chase,43215
312,39,1982-12-10,The Toy,23805
313,41,1982-12-15,Honkytonk Man,37917
314,42,1982-12-16,The Grey Fox,42136
315,44,1982-12-17,Best Friends,45840
316,45,1982-12-17,The Dark Crystal,11639
317,48,1982-12-17,Tootsie,9576
318,50,1982-12-22,Kiss Me Goodbye,81001
319,2,1983-01-21,The House on Sorority Row,40229
320,3,1983-01-21,Treasure of the Four Crowns,90816
321,6,1983-02-04,Videodrome,837
322,7,1983-02-04,Without a Trace,47944
323,11,1983-02-18,Lovesick,71357
324,12,1983-02-18,The Pirates of Penzance,15716
325,13,1983-02-18,The Sting II,36912
326,14,1983-02-18,Table for Five,266331
327,16,1983-03-04,Baby It's You,42103
328,17,1983-03-04,Curtains,67087
329,18,1983-03-04,My Tutor,2193
330,19,1983-03-04,Tender Mercies,42121
331,20,1983-03-11,10 to Midnight,18587
332,21,1983-03-11,Trenchcoat,84831
333,22,1983-03-18,High Road to China,19606
334,23,1983-03-23,Eddie Macon's Run,35834
335,24,1983-03-25,Bad Boys,13633
336,25,1983-03-25,The Black Stallion Returns,24883
337,27,1983-03-25,The Outsiders,227
338,28,1983-03-25,Spring Break,21148
339,31,1983-03-31,Monty Python's The Meaning of Life,4543
340,0,1983-04-01,Heart Like a Wheel,34599
341,1,1983-04-01,Screwballs,25164
342,5,1983-04-15,Lone Wolf McQuade,14854
343,6,1983-04-22,Exposed,107246
344,7,1983-04-22,The Deadly Spawn,40059
345,9,1983-04-29,The Hunger,11654
346,10,1983-04-29,Something Wicked This Way Comes,24808
347,12,1983-05-01,The Final Terror,4288
348,14,1983-05-06,Still Smokin,12695
349,15,1983-05-06,Doctor Detroit,23096
350,19,1983-05-18,Moon in the Gutter,47489
351,20,1983-05-20,Bill Cosby: Himself,20120
352,23,1983-05-20,Spacehunter: Adventures in the Forbidden Zone,26978
353,24,1983-05-25,Return of the Jedi,1892
354,25,1983-05-27,Chained Heat,18406
355,27,1983-06-03,Psycho II,10576
356,28,1983-06-03,WarGames,860
357,31,1983-06-17,Superman III,9531
358,33,1983-06-24,Porky's II: The Next Day,19698
359,34,1983-06-24,Twilight Zone: The Movie,15301
360,35,1983-06-24,Yellowbeard,11609
361,0,1983-07-01,Stroker Ace,19258
362,3,1983-07-15,Zelig,11030
363,4,1983-07-22,Jaws 3-D,17692
364,5,1983-07-22,Mr. Mom,13105
365,6,1983-07-29,Krull,849
366,7,1983-07-29,National Lampoon's Vacation,11153
367,9,1983-08-05,Daffy Duck's Fantastic Island,80607
368,10,1983-08-05,Get Crazy,29628
369,11,1983-08-05,Risky Business,9346
370,12,1983-08-05,The Star Chamber,12633
371,13,1983-08-05,Twice Upon a Time,36751
372,15,1983-08-12,Curse of the Pink Panther,36576
373,16,1983-08-12,The Man Who Wasn't There,29610
374,17,1983-08-12,Smokey and the Bandit Part 3,15120
375,18,1983-08-15,Prisoners of the Lost Universe,70500
376,19,1983-08-19,Easy Money,18391
377,20,1983-08-19,Metalstorm: The Destruction of Jared-Syn,47364
378,21,1983-08-19,"Yor, the Hunter from the Future",38219
379,22,1983-08-26,Daniel,55819
380,25,1983-08-26,Strange Brew,12921
381,26,1983-08-28,Young Warriors,30642
382,29,1983-09-02,Mortuary,44859
383,30,1983-09-05,Streamers,66487
384,34,1983-09-16,Strange Invaders,47892
385,36,1983-09-23,Eddie and the Cruisers,21721
386,38,1983-09-30,The Big Chill,12560
387,39,1983-09-30,Brainstorm,15050
388,40,1983-09-30,Going Berserk,24772
389,41,1983-09-30,The Honorary Consul,69007
390,0,1983-10-07,Never Cry Wolf,14280
391,1,1983-10-07,Never Say Never Again,36670
392,2,1983-10-07,Romantic Comedy,77074
393,3,1983-10-09,Tiger Town,101866
394,4,1983-10-21,All the Right Moves,18172
395,5,1983-10-21,The Dead Zone,11336
396,8,1983-10-21,Under Fire,12503
397,12,1983-11-04,Deal of the Century,20545
398,17,1983-11-04,Running Brave,50566
399,18,1983-11-04,Testament,21259
400,19,1983-11-10,Star 80,30707
401,21,1983-11-18,Amityville 3-D,27214
402,22,1983-11-18,The Being,73218
403,23,1983-11-18,A Christmas Story,850
404,24,1983-11-18,Nate and Hayes,35432
405,25,1983-11-18,A Night in Heaven,5686
406,26,1983-11-18,Sleepaway Camp,13567
407,27,1983-11-20,The Day After,7012
408,31,1983-11-28,The Gambler: The Adventure Continues,154068
409,33,1983-12-06,The Dresser,42122
410,34,1983-12-09,Christine,8769
411,35,1983-12-09,Scarface,111
412,39,1983-12-14,Silkwood,12502
413,40,1983-12-16,D.C. Cab,27679
414,42,1983-12-16,The Keep,26198
415,45,1983-12-16,To Be or Not to Be,22998
416,47,1983-12-16,Uncommon Valor,9967
417,48,1983-12-29,Seeding of a Ghost,40070
418,1,1984-01-13,Hot Dog…The Movie,21989
419,3,1984-01-27,Broadway Danny Rose,12762
420,4,1984-01-27,The Lonely Guy,27171
421,6,1984-02-03,Reckless,38702
422,7,1984-02-10,Unfaithfully Yours,50812
423,8,1984-02-17,Blame It on Rio,14347
424,9,1984-02-17,Crackers,87235
425,10,1984-02-17,Footloose,1788
426,11,1984-02-17,Lassiter,56821
427,12,1984-03-02,Against All Odds,22160
428,13,1984-03-02,Harry & Son,91767
429,16,1984-03-02,This Is Spinal Tap,11031
430,17,1984-03-09,Children of the Corn,10823
431,18,1984-03-09,The Hotel New Hampshire,11308
432,19,1984-03-09,Mike's Murder,31043
433,21,1984-03-09,Splash,2619
434,22,1984-03-16,Tank,21871
435,24,1984-03-23,Racing with the Moon,47359
436,26,1984-03-30,"Greystoke: The Legend of Tarzan, Lord of the Apes",11002
437,27,1984-03-30,Misunderstood,54658
438,28,1984-03-30,Purple Hearts,42310
439,29,1984-03-30,Romancing the Stone,9326
440,1,1984-04-06,Moscow on the Hudson,23111
441,3,1984-04-06,Up the Creek,28692
442,4,1984-04-06,Where the Boys Are '84,59897
443,5,1984-04-13,Friday the 13th: The Final Chapter,9730
444,6,1984-04-13,Iceman,24749
445,7,1984-04-13,Kidco,87909
446,9,1984-04-13,Swing Shift,18446
447,12,1984-05-04,The Bounty,2669
448,14,1984-05-04,Sixteen Candles,15144
449,16,1984-05-11,Firestarter,11495
450,17,1984-05-11,The Natural,11393
451,18,1984-05-18,Finders Keepers,5508
452,19,1984-05-18,Making the Grade,55727
453,20,1984-05-23,Indiana Jones and the Temple of Doom,87
454,22,1984-06-01,Star Trek III: The Search for Spock,157
455,23,1984-06-01,Streets of Fire,14746
456,24,1984-06-08,Beat Street,17667
457,25,1984-06-08,Ghostbusters,620
458,26,1984-06-08,Gremlins,927
459,27,1984-06-08,Top Secret!,8764
460,29,1984-06-22,The Karate Kid,1885
461,30,1984-06-22,The Pope of Greenwich Village,32081
462,31,1984-06-22,Rhinestone,16551
463,32,1984-06-29,Bachelor Party,12309
464,33,1984-06-29,Cannonball Run II,11950
465,34,1984-06-29,Conan the Destroyer,9610
466,0,1984-07-13,The Last Starfighter,11884
467,2,1984-07-20,Best Defense,11221
468,3,1984-07-20,Electric Dreams,19596
469,5,1984-07-20,Revenge of the Nerds,14052
470,7,1984-07-27,Meatballs Part II,40771
471,8,1984-07-27,Purple Rain,13763
472,10,1984-08-03,"Grandview, U.S.A.",84116
473,11,1984-08-03,Joy of Sex,85509
474,12,1984-08-03,The Philadelphia Experiment,10606
475,15,1984-08-10,Red Dawn,1880
476,16,1984-08-15,The Adventures of Buckaroo Banzai Across the 8th Dimension,11379
477,17,1984-08-15,Dreamscape,24099
478,18,1984-08-15,The Woman in Red,5968
479,19,1984-08-17,Sheena,24264
480,20,1984-08-17,Tightrope,11707
481,21,1984-08-19,Cat on a Hot Tin Roof,4367
482,23,1984-08-24,Old Enough,104043
483,24,1984-08-24,Oxford Blues,30231
484,25,1984-08-29,Choose Me,42086
485,26,1984-08-31,Bolero,5896
486,27,1984-08-31,C.H.U.D.,23730
487,29,1984-09-07,The Brother from Another Planet,26889
488,31,1984-09-14,A Soldier's Story,26522
489,32,1984-09-19,Amadeus,279
490,34,1984-09-21,All of Me,10631
491,36,1984-09-21,Windy City,297652
492,37,1984-09-21,Until September,52778
493,38,1984-09-28,Body Rock,47946
494,40,1984-09-28,Heartbreakers,91556
495,41,1984-09-28,Irreconcilable Differences,47874
496,42,1984-09-28,The River Rat,47638
497,43,1984-09-28,The Wild Life,38980
498,1,1984-10-05,Teachers,31601
499,2,1984-10-08,The Burning Bed,60573
500,3,1984-10-10,Comfort and Joy,30278
501,4,1984-10-12,Garbo Talks,105404
502,6,1984-10-19,Crimes of Passion,40814
503,7,1984-10-19,The Little Drummer Girl,32088
504,8,1984-10-19,The Razor's Edge,24453
505,10,1984-10-19,Thief of Hearts,48482
506,11,1984-10-26,American Dreamer,52471
507,13,1984-10-26,Firstborn,54752
508,17,1984-10-26,The Terminator,218
509,18,1984-10-26,Terror in the Aisles,47894
510,21,1984-11-09,A Nightmare on Elm Street,377
511,22,1984-11-09,No Small Affair,44772
512,24,1984-11-16,Just the Way You Are,75597
513,26,1984-11-16,Missing in Action,15379
514,27,1984-11-16,Night of the Comet,18462
515,28,1984-11-16,Night Patrol,73621
516,31,1984-11-21,Falling in Love,52744
517,33,1984-11-25,Caravan of Courage: An Ewok Adventure,1884
518,34,1984-12-05,Beverly Hills Cop,90
519,36,1984-12-07,City Heat,16969
520,37,1984-12-14,The Cotton Club,2148
521,38,1984-12-14,Dune,841
522,39,1984-12-14,Mass Appeal,110643
523,41,1984-12-14,A Passage to India,15927
524,42,1984-12-14,Runaway,9507
525,44,1984-12-15,The Ratings Game,208614
526,48,1984-12-21,Breakin' 2: Electric Boogaloo,17464
527,49,1984-12-21,The Flamingo Kid,25010
528,50,1984-12-21,Johnny Dangerously,16806
529,51,1984-12-21,Micki & Maude,42094
530,53,1984-12-21,Protocol,37296
531,54,1984-12-26,Mrs. Soffel,31955
532,4,1985-01-11,Walking the Edge,109953
533,5,1985-01-11,Water,19127
534,6,1985-01-13,Gulag,75430
535,10,1985-01-18,The New Kids,72508
536,11,1985-01-18,That's Dancing!,42047
537,15,1985-02-08,Heaven Help Us,40929
538,16,1985-02-08,Mischief,14750
539,17,1985-02-08,Witness,9281
540,18,1985-02-15,The Breakfast Club,2108
541,19,1985-02-15,Fast Forward,106350
542,21,1985-02-15,The Mean Season,31652
543,22,1985-02-15,Turk 182,27969
544,23,1985-02-15,Vision Quest,30069
545,24,1985-02-24,Finnegan Begin Again,454914
546,25,1985-03-01,Certain Fury,140605
547,26,1985-03-01,Lust in the Dust,47107
548,28,1985-03-01,The Purple Rose of Cairo,10849
549,29,1985-03-01,The Sure Thing,8992
550,33,1985-03-08,Mask,11177
551,35,1985-03-15,Sylvester,54646
552,36,1985-03-22,Baby: Secret of the Lost Legend,19736
553,37,1985-03-22,Friday the 13th: A New Beginning,9731
554,38,1985-03-22,The Last Dragon,13938
555,39,1985-03-22,Porky's Revenge!,23919
556,40,1985-03-22,The Secret of the Sword,19386
557,42,1985-03-29,Desperately Seeking Susan,8130
558,43,1985-03-29,King David,42040
559,45,1985-03-29,The Slugger's Wife,78364
560,0,1985-04-03,Alamo Bay,177335
561,1,1985-04-12,Cat's Eye,10552
562,2,1985-04-12,Girls Just Want to Have Fun,16263
563,5,1985-04-26,Just One of the Guys,24548
564,6,1985-04-26,Stick,32387
565,7,1985-05-03,Code of Silence,20721
566,8,1985-05-03,Gotcha!,27590
567,9,1985-05-03,Gymkata,14570
568,10,1985-05-03,Movers & Shakers,89743
569,11,1985-05-03,Private Resort,17824
570,12,1985-05-08,Creature,58903
571,13,1985-05-10,Rustlers' Rhapsody,19014
572,14,1985-05-17,"Goodbye, New York",252901
573,16,1985-05-22,Brewster's Millions,11064
574,20,1985-05-31,Fletch,9749
575,21,1985-06-07,The Goonies,9340
576,25,1985-06-14,D.A.R.Y.L.,16248
577,26,1985-06-14,Secret Admirer,24742
578,27,1985-06-14,The Stuff,18502
579,28,1985-06-21,Cocoon,10328
580,29,1985-06-21,Return to Oz,13155
581,31,1985-06-28,St. Elmo's Fire,11557
582,0,1985-07-03,Back to the Future,105
583,4,1985-07-10,Silverado,11509
584,5,1985-07-12,Explorers,9872
585,6,1985-07-14,The Coca-Cola Kid,42048
586,10,1985-07-19,The Legend of Billie Jean,15982
587,13,1985-07-24,The Black Cauldron,10957
588,14,1985-07-26,The Heavenly Kid,23614
589,15,1985-07-26,Kiss of the Spider Woman,11703
590,17,1985-08-02,Fright Night,11797
591,18,1985-08-02,Sesame Street: Follow That Bird,36536
592,20,1985-08-07,Real Genius,14370
593,21,1985-08-09,My Science Project,18252
594,24,1985-08-09,Summer Rental,19357
595,25,1985-08-14,Key Exchange,255259
596,26,1985-08-16,American Flyers,14040
597,27,1985-08-16,The Bride,29077
598,29,1985-08-16,Volunteers,19259
599,30,1985-08-16,Year of the Dragon,11018
600,31,1985-08-23,Better Off Dead,13667
601,32,1985-08-23,Crossover Dreams,281285
602,34,1985-08-23,Teen Wolf,11824
603,36,1985-08-30,American Ninja,12500
604,37,1985-08-30,Compromising Positions,126499
605,38,1985-08-30,Flesh+Blood,12775
606,44,1985-09-20,Creator,41243
607,47,1985-09-27,Invasion U.S.A.,15983
608,48,1985-09-27,The Journey of Natty Gann,35144
609,49,1985-09-27,Maxie,89300
610,1,1985-10-04,Dreamchild,42034
611,2,1985-10-04,Jagged Edge,12235
612,5,1985-10-04,A Zed & Two Noughts,33078
613,6,1985-10-11,Remo Williams: The Adventure Begins,10553
614,10,1985-10-18,Re-Animator,1694
615,11,1985-10-18,Wild Geese II,46971
616,13,1985-10-23,Twice in a Lifetime,123049
617,14,1985-10-25,Krush Groove,29463
618,15,1985-11-01,Death Wish 3,24873
619,16,1985-11-01,Eleni,42834
620,17,1985-11-01,A Nightmare on Elm Street 2: Freddy's Revenge,10014
621,18,1985-11-01,To Live and Die in L.A.,9846
