,Released,English title,Genre,Score,Popularity,Overview,Or_lan,Actor_1_name,Actor_1_popu,Actor_2_name,Actor_2_popu,Actor_3_name,Actor_3_popu
9767,2022-05-06,Escape the Field, Thriller Horror,4.9,17.483,"Six strangers suddenly awaken in a remote, endless cornfield. Stripped of their possessions, they are left with only six items: a gun with a single bullet, matches, a lantern, a knife, a compass, and a flask of water. As mysterious sirens blare in the distance and traps appear at every turn, the group realizes it’s been plunged into a cat-and-mouse game with an unseen evil, and survival depends upon solving a diabolical and deadly puzzle.",en,Jordan Claire Robbins,10.378,Theo Rossi,28.292,Tahirah Sharif,7.617
9768,2022-05-13,On the Count of Three, Comedy Drama,6.424,20.08,"Val has reached a place where he feels the only way out is to end things. But he considers himself a bit of a failure—his effectiveness lacking—so he figures he could use some help. As luck would have it, Val’s best friend, Kevin, is recovering from a failed suicide attempt, so he seems like the perfect partner for executing this double suicide plan. But before they go, they have some unfinished business to attend to.",en,Jerrod Carmichael,17.102,Christopher Abbott,36.383,Tiffany Haddish,24.748
9769,2022-05-13,Private Property, Drama Thriller,4.66,10.077,"Kathryn, a struggling actress and unfulfilled housewife, becomes friendly with her new gardener, Ben. He gives her the attention and sensitivity she craves; however, he is not who he seems.",en,Ashley Benson,18.72,Shiloh Fernandez,17.393,Jay Pharoah,13.891
9770,2022-05-13,Family Camp, Comedy Family Fantasy,5.7,13.705,"When workaholic Tommy's wife insists that he spend more time with his family, he agrees to sign up for Family Camp. What Tommy didn't count on was being forced to share a yurt at camp with the larger-than-life Sanders family.",en,Leigh-Allyn Baker,16.446,Tommy Woodard,1.936,Eddie James,0.682
9771,2022-05-13,Montana Story, Drama Western,5.6,7.952,Two estranged siblings return home to the sprawling ranch they once knew and loved in order to care for their ailing father.,en,Owen Teague,19.539,Haley Lu Richardson,24.586,Kimberly Guerrero,15.042
9772,2022-05-17,Vendetta, Action,6.183,24.859,"When his daughter is murdered, William Duncan takes the law into his own hands, setting out on a quest for retribution. After killing the street thug responsible for her death, he finds himself in the middle of a war with the thug's brother, father, and their gang, who are equally hell-bent on getting even. What ensues is a tense back-and-forth game of vengeance. By the end, William comes to find that the quest for revenge never has a winner.",en,Clive Standen,15.719,Theo Rossi,25.288,Thomas Jane,40.879
9773,2022-05-20,Chip 'n Dale: Rescue Rangers, Animation Family Comedy Adventure Mystery,7.0,42.452,"Decades since their successful television series was canceled, Chip has succumbed to a life of suburban domesticity as an insurance salesman. Dale, meanwhile, has had CGI surgery and works the nostalgia convention circuit, desperate to relive his glory days. When a former cast mate mysteriously disappears, Chip and Dale must repair their broken friendship and take on their Rescue Rangers detective personas once again to save their friend’s life.",en,Andy Samberg,60.202,John Mulaney,26.544,KiKi Layne,14.855
9774,2022-05-20,Good Mourning, Comedy Romance,5.1,13.582,Movie star London Clash gets his world turned upside down when he must choose between pursuing his one true love and landing a life-changing starring role in a major motion picture.,en,Machine Gun Kelly,18.23,Mod Sun,5.502,Becky G,18.17
9775,2022-05-20,Emergency, Comedy Drama Thriller,6.0,11.681,"Ready for a night of legendary partying, three college students must weigh the pros and cons of calling the police when faced with an unexpected situation.",en,Donald Watkins,5.388,RJ Cyler,8.325,Sebastian Chacon,6.985
9776,2022-05-27,Zero Contact, Science Fiction Thriller Drama,3.8,4.264,"Produced in 17 different countries entirely virtually during the 2020 global pandemic, the film follows five characters based all over the world, connected only by their devotion to the late founder and tech titan Finley Hart. Forced to work together to shut down Hart’s most secret invention, a machine that is either the solution to mankind’s problems or the end of the earth.",en,Anthony Hopkins,54.504,Chris Brochu,8.51,Aleks Paunovic,28.38
9777,2022-06-01,South Park The Streaming Wars, Animation Comedy TV Movie,7.291,17.037,Cartman locks horns with his mom in a battle of wills while an epic conflict unfolds that threatens South Park’s very existence.,en,Trey Parker,37.651,Matt Stone,29.791,April Stewart,12.262
9778,2022-06-03,Hollywood Stargirl, Comedy Romance Music,6.509,14.663,"When Stargirl's mother is hired as the costume designer on a movie, they relocate to L.A., where Stargirl quickly becomes involved with an eclectic assortment of characters.",en,Grace VanderWaal,6.427,Judy Greer,38.897,Elijah Richardson,4.73
9779,2022-06-03,Benediction, Drama,0.0,1.249,"A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.",en,Stephen Damian,0.724,Mike Godson,0.728,Ben-Shalom Joshua,0.98
9780,2022-06-03,Watcher, Drama Horror Mystery Thriller,6.515,28.445,"As a serial killer stalks the city, Julia — a young actress who just moved to town with her husband — notices a mysterious stranger watching her from across the street.",en,Maika Monroe,32.075,Karl Glusman,14.625,Burn Gorman,43.862
9781,2022-06-03,Dashcam, Horror Thriller,4.977,7.469,"At the start of the pandemic, an indulgent and self-deluded livestreaming improv musician abandons L.A. for London, steals her ex-bandmate's car, and makes the fateful decision to give a ride to an elderly woman who is not what she seems.",en,Annie Hardy,2.447,Amar Chadha-Patel,17.706,Angela Enahoro,0.98
9782,2022-06-03,White Elephant, Action Crime Thriller,6.041,23.712,An ex-marine enforcer must battle his conscience and code of honor when he is forced to do things for the mob.,en,Michael Rooker,44.606,Bruce Willis,72.499,Olga Kurylenko,32.58
9783,2022-06-17,Spiderhead, Science Fiction Thriller,5.811,46.083,A prisoner in a state-of-the-art penitentiary begins to question the purpose of the emotion-controlling drugs he's testing for a pharmaceutical genius.,en,Chris Hemsworth,34.189,Miles Teller,40.713,Jurnee Smollett,24.457
9784,2022-06-17,Cha Cha Real Smooth, Comedy Drama Romance,7.141,28.195,"Fresh out of college and stuck at his New Jersey home without a clear path forward, 22-year-old Andrew begins working as a party starter for bar/bat mitzvahs—where he strikes up a unique friendship with a young mom and her teenage daughter.",en,Cooper Raiff,6.504,Dakota Johnson,64.579,Vanessa Burghardt,2.877
9785,2022-06-17,Mid-Century, Horror Thriller Drama Mystery,4.458,6.604,A husband and wife's weekend in a mid-century modern vacation rental turns deadly when the husband discovers the owner is a psychopath with a backyard of buried secrets and designs on his wife.,en,Shane West,21.271,Sarah Hay,10.014,Bruce Dern,40.554
9786,2022-06-17,Abandoned, Horror Mystery Thriller Crime Drama,6.056,26.276,"After a young couple moves into a remote farmhouse with their infant son, the woman's struggles with postpartum psychosis begin to intensify... as the house reveals secrets of its own.",en,Emma Roberts,65.792,John Gallagher Jr.,19.431,Michael Shannon,44.97
9787,2022-06-23,Beavis and Butt-Head Do the Universe, Animation Comedy Science Fiction,6.977,12.772,"In 1998, Beavis and Butt-Head are sentenced to Space Camp by a “creative” judge. Their obsession with a docking simulator (huh huh) leads to a trip on the Space Shuttle, with predictably disastrous results. After going through a black hole, they re-emerge in our time, where they look for love, misuse iPhones, and are hunted by the Deep State. Spoiler: They don’t score.",en,Mike Judge,13.862,Andrea Savage,25.883,Gary Cole,49.274
9788,2022-06-24,The Sea Beast, Animation Adventure Family Fantasy,7.377,56.009,"In an era when terrifying beasts roamed the seas, monster hunters were celebrated heroes. None were more beloved than the great Jacob Holland. But when young Maisie Brumble stows away on his fabled ship, he's saddled with an unexpected ally. Together they embark on an epic journey into uncharted waters and make history.",en,Karl Urban,35.115,Zaris-Angel Hator,4.857,Jared Harris,34.016
9789,2022-06-24,Marcel the Shell with Shoes On, Animation Comedy Drama Family Fantasy,7.684,30.579,"Marcel is an adorable one-inch-tall shell who ekes out a colorful existence with his grandmother Connie and their pet lint, Alan. Once part of a sprawling community of shells, they now live alone as the sole survivors of a mysterious tragedy. But when a documentary filmmaker discovers them amongst the clutter of his Airbnb, the short film he posts online brings Marcel millions of passionate fans, as well as unprecedented dangers and a new hope at finding his long-lost family.",en,Jenny Slate,32.24,Dean Fleischer Camp,7.596,Isabella Rossellini,35.296
9790,2022-07-01,The Forgiven, Drama,5.819,14.202,"Over a weekend in the High Atlas Mountains of Morocco, a random accident reverberates through the lives of both the local Muslims and Western visitors to a house party in a grand villa.",en,Ralph Fiennes,52.493,Jessica Chastain,41.332,Matt Smith,39.32
9791,2022-07-01,Mr. Malcolm's List, Romance Comedy Drama,6.069,14.513,"When she fails to meet an item on his list of requirements for a bride, Julia Thistlewaite is jilted by London’s most eligible bachelor, Mr. Malcolm. Feeling humiliated and determined to exact revenge, she convinces her friend Selina Dalton to play the role of his ideal match. Soon, Mr. Malcolm wonders whether he’s found the perfect woman...or the perfect hoax.",en,Freida Pinto,38.233,Sope Dirisu,6.553,Zawe Ashton,19.085
9792,2022-07-01,Hot Seat, Thriller,5.1,16.103,"An ex-hacker is forced to break into high-level banking institutions, another man must try to penetrate the booby-trapped building to get the young man off the hot seat.",en,Kevin Dillon,20.42,Mel Gibson,67.153,Shannen Doherty,21.796
9793,2022-07-06,"Hello, Goodbye, and Everything in Between", Romance Drama,6.193,27.655,"Clare and Aidan, after making a pact that they would break up before college, find themselves retracing the steps of their relationship on their last evening as a couple. The epic date leads them to familiar landmarks, unexpected places, and causes them to question whether high school love is meant to last.",en,Talia Ryder,20.119,Jordan Fisher,28.335,Ayo Edebiri,20.324
9794,2022-07-13,South Park The Streaming Wars Part 2, Animation Comedy TV Movie,7.346,14.087,A drought has brought the town of South Park to the brink of disaster.,en,Trey Parker,28.095,Matt Stone,40.937,April Stewart,12.079
9795,2022-07-15,Gone in the Night, Thriller Drama Mystery,5.601,23.782,"Upon arriving at a remote cabin in the redwoods, Kath and her boyfriend find a mysterious younger couple already there — the rental has apparently been double-booked. They decide to share the cabin with these strangers until the next morning, but her boyfriend disappears with the young woman, which sends Kath in a spiral to find an explanation for their sudden breakup — but the truth is far stranger than she could have imagined.",en,Winona Ryder,51.658,Dermot Mulroney,101.105,John Gallagher Jr.,16.629
9796,2022-07-15,1Up, Comedy,4.719,17.219,"After Valerie Lee quits her college esports team, she quickly realizes that her decision comes at the cost of her scholarship. Valerie soon discovers a loophole to save her collegiate future, if she can find a coach and assemble a whole new varsity-caliber team capable of reaching the State Finals.",en,Paris Berelc,12.89,Ruby Rose,17.853,Taylor Zakhar Perez,13.543
9797,2022-07-15,Wrong Place, Thriller Drama Crime Action,4.4,16.441,"A methamphetamine cook hunts down the former police chief of a small town in order to silence him before he can deliver eyewitness testimony against his family, but ultimately finds himself up against more than he had bargained for.",en,Ashley Greene,31.375,Bruce Willis,72.499,Michael Sirow,14.12
9798,2022-07-22,Alone Together, Romance Drama,5.0,20.891,"Strangers June and Charlie wind up double-booked in the same upstate New York Airbnb during the start of COVID-19. Exasperating the situation, the lockdown forces them both to stay and confront the unexpected feelings that develop between them.",en,Katie Holmes,31.664,Jim Sturgess,22.754,Derek Luke,25.753
9799,2022-07-29,Vengeance, Thriller Mystery Comedy,6.631,39.371,A journalist and podcaster from New York City travels to West Texas in order to report on the death of a girl he was hooking up with.,en,B.J. Novak,23.01,Boyd Holbrook,19.921,J. Smith-Cameron,23.832
9800,2022-07-29,Sharp Stick, Comedy Drama Romance,5.7,10.001,"Sarah Jo is a naive 26-year-old living on the fringes of Hollywood with her mother and sister. When she begins an affair with her older employer, she is thrust into an education on sexuality, loss and power.",en,Kristine Froseth,26.611,Jon Bernthal,48.689,Jennifer Jason Leigh,37.111
9801,2022-07-29,Not Okay, Comedy Drama,6.4,24.272,"An ambitious young woman, desperate for followers and fame, fakes a trip to Paris to up her social media presence. When a terrifying incident takes place in the real world and becomes part of her imaginary trip, her white lie becomes a moral quandary that offers her all the attention she’s wanted.",en,Zoey Deutch,52.291,Mia Isaac,4.418,Dylan O'Brien,24.722
9802,2022-07-29,Paradise Highway, Thriller Crime Drama,5.907,15.523,"A truck driver has been forced to smuggle illicit cargo to save her brother from a deadly prison gang. With FBI operatives hot on her trail, Sally's conscience is challenged when the final package turns out to be a teenage girl.",en,Juliette Binoche,51.668,Frank Grillo,60.032,Morgan Freeman,76.134
9803,2022-07-29,Resurrection, Drama Horror Mystery,6.095,12.231,"A woman's carefully constructed life is upended when an unwelcome shadow from her past returns, forcing her to confront the monster she's evaded for two decades.",en,Rebecca Hall,37.66,Tim Roth,69.747,Grace Kaufman,5.855
9804,2022-07-29,A Love Song, Drama Romance,7.0,13.078,"Two childhood sweethearts, now both widowed, share a night by a lake in the mountains.",en,Dale Dickey,25.129,Wes Studi,20.318,Michelle Wilson,7.392
9805,2022-08-05,Luck, Animation Adventure Comedy Fantasy,7.816,84.508,"Suddenly finding herself in the never-before-seen Land of Luck, the unluckiest person in the world must unite with the magical creatures there to turn her luck around.",en,Eva Noblezada,13.028,Simon Pegg,27.27,Jane Fonda,31.769
9806,2022-08-05,Bodies Bodies Bodies, Comedy Horror Mystery,6.345,32.084,"In an isolated family mansion, a group of rich 20-somethings decides to play Bodies Bodies Bodies, a game where one of them is secretly a ""killer"" while the rest tries to ""escape"". Things take a turn for the worse when real bodies start turning up, setting off a paranoid and dangerous chain of events.",en,Maria Bakalova,13.506,Amandla Stenberg,26.52,Myha’la Herrold,21.781
9807,2022-08-12,Secret Headquarters, Action Adventure Comedy Science Fiction Family,6.532,51.959,"While hanging out after school, Charlie and his friends discover the headquarters of the world’s most powerful superhero hidden beneath his home. When villains attack, they must team up to defend the headquarters and save the world.",en,Owen Wilson,54.862,Michael Peña,19.66,Walker Scobell,17.005
9808,2022-08-12,Day Shift, Action Fantasy Horror Comedy,6.811,40.149,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,en,Jamie Foxx,36.388,Dave Franco,59.895,Natasha Liu Bordizzo,28.202
9809,2022-08-12,Mack & Rita, Comedy Fantasy Drama,5.591,15.145,A 30-year-old spends a wild weekend in Palm Springs and wakes up to find she has magically transformed into her 70-year-old self.,en,Diane Keaton,45.848,Taylour Paige,12.309,Elizabeth Lail,22.952
9810,2022-08-12,Emily the Criminal, Crime Drama Thriller,6.765,32.148,"Desperate for income, Emily takes a shady gig buying goods with stolen credit cards supplied by a charismatic middleman named Youcef. Seduced by the quick cash and illicit thrills, they hatch a plan to take their business to the next level.",en,Aubrey Plaza,53.788,Theo Rossi,28.292,Megalyn Echikunwoke,7.55
9811,2022-08-12,Summering, Drama,4.4,6.099,"Four best friends, on the brink of starting middle school, realize their lives are about to change forever. So on the last weekend of summer, they set out to make the most of it. Nothing could prepare them, though, for the startling discovery they make while revisiting one of their favorite haunts.",en,Lia Barnett,2.997,Madalen Mills,4.42,Eden Grace Redfield,2.58
9812,2022-08-19,Spin Me Round, Romance Comedy,4.981,20.261,"When the manager of an Italian restaurant chain wins the opportunity to attend the franchise’s educational immersion program in Italy, what she thought would be a romantic getaway devolves into chaos and catastrophe.",en,Alison Brie,31.889,Alessandro Nivola,20.81,Fred Armisen,33.295
9813,2022-08-19,Delia's Gone, Mystery Thriller Crime Drama,3.8,3.334,"Living with an intellectual disability, Louis is wrongfully accused of the murder of his sister Delia and sentenced to 5 years in prison. Upon release, he is visited by one of the last men to see her alive who implies there is more to her killing than meets the eye. Armed with this new information, Louis embarks on a personal mission to find who is responsible for Delia's mysterious death.",en,Stephan James,17.583,Marisa Tomei,53.762,Paul Walter Hauser,29.883
9814,2022-08-26,Me Time, Comedy,5.946,40.011,"With his family away, a devoted stay-at-home dad enjoys his first me time in years by joining his hard-partying old friend on a wild birthday adventure.",en,Kevin Hart,60.315,Mark Wahlberg,51.195,Regina Hall,28.833
9815,2022-08-26,Funny Pages, Comedy,6.1,5.8,A teenage cartoonist rejects the comforts of his suburban life in a misguided quest for soul.,en,Daniel Zolghadri,18.947,Matthew Maher,15.319,Miles Emanuel,2.325
9816,2022-09-02,Honk for Jesus. Save Your Soul., Comedy Drama,5.016,8.982,"In the aftermath of a huge scandal, Trinitie Childs, the first lady of a prominent Southern Baptist Mega Church, attempts to help her pastor-husband, Lee-Curtis Childs, rebuild their congregation.",en,Regina Hall,30.777,Sterling K. Brown,32.998,Nicole Beharie,13.195
9817,2022-09-02,Gigi & Nate, Drama,7.688,18.356,A young man with a bright future suffers a near-fatal accident and recreates his new life with the help of an unlikely animal friend.,en,Charlie Rowe,18.97,Marcia Gay Harden,27.789,Jim Belushi,44.522
9818,2022-09-02,Wire Room, Action Crime,6.378,25.529,"New recruit Justin Rosa must monitor arms-smuggling cartel member Eddie Flynn — and keep him alive at all costs. When a SWAT team descends on Flynn’s home, Rosa breaks protocol and contacts the gangster directly to save his life. As gunmen break into the Wire Room and chaos erupts, Mueller and Rosa make a final, desperate stand against the corrupt agents and officials who seek to destroy evidence and kill them both.",en,Kevin Dillon,20.065,Bruce Willis,72.499,Oliver Trevena,10.029
9819,2022-09-02,One Way, Action Crime Thriller,6.0,19.867,"On the run with a bag full of cash after a robbing his former crime boss—and a potentially fatal wound—Freddy slips onto a bus headed into a rainy night in Georgia. With his life slipping through his fingers, Freddy is left with very few choices to survive.",en,Machine Gun Kelly,18.23,Storm Reid,35.517,Drea de Matteo,18.942
9820,2022-09-09,End of the Road, Drama Thriller,6.085,15.748,Recently widowed mom Brenda fights to protect her family during a harrowing road trip when a murder and a missing bag of cash plunge them into danger.,en,Queen Latifah,30.973,Ludacris,19.668,Mychala Lee,6.836
9821,2022-09-09,Lifemark, Drama,7.2,16.862,"David's comfortable world is turned upside down when his birth mother Melissa unexpectedly reaches out, longing to meet the eighteen year old son she's only held once.",en,Raphael Ruggero,5.155,Kirk Cameron,14.28,Dawn Long,0.972
9822,2022-09-16,The Woman King, Action Drama History,7.69,54.294,"The story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen, and General Nanisca as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life.",en,Viola Davis,63.762,Thuso Mbedu,6.272,Lashana Lynch,29.911
9823,2022-09-16,Blonde, Drama,6.0,49.229,"From her volatile childhood as Norma Jeane, through her rise to stardom and romantic entanglements, this reimagined fictional portrait of Hollywood legend Marilyn Monroe blurs the lines of fact and fiction to explore the widening split between her public and private selves.",en,Ana de Armas,109.231,Adrien Brody,46.909,Bobby Cannavale,26.79
9824,2022-09-16,Pearl, Horror Drama,7.313,52.866,"Trapped on her family’s isolated farm, Pearl must tend to her ailing father under the bitter and overbearing watch of her devout mother. Lusting for a glamorous life like she’s seen in the movies, Pearl’s ambitions, temptations, and repressions collide.",en,Mia Goth,56.761,Tandi Wright,14.092,David Corenswet,26.749
9825,2022-09-16,The Silent Twins, Drama,7.044,20.535,"June and Jennifer Gibbons are twins from the only Black family in a small town in Wales in the 1970s and '80s. Feeling isolated from the community, the pair turn inward and reject communication with everyone but each other, retreating into their own fantasy world of inspiration and adolescent desires. After a spree of vandalism, the girls are sentenced to Broadmoor, an infamous psychiatric hospital, where they face the choice to separate and survive or die together.",en,Letitia Wright,17.246,Tamara Lawrance,8.445,Jack Bandeira,8.36
9826,2022-09-16,"Confess, Fletch", Comedy Mystery Crime,6.273,18.542,"The roguishly charming and endlessly troublesome Fletch becomes the prime suspect in a murder case while searching for a stolen art collection. The only way to prove his innocence? Find out which of the long list of suspects is the culprit - from the eccentric art dealer and a missing playboy to a crazy neighbor and Fletch’s Italian girlfriend. Crime, in fact, has never been this disorganized.",en,Jon Hamm,48.28,Lorenza Izzo,14.962,Kyle MacLachlan,49.255
9827,2022-09-16,Goodnight Mommy, Horror Thriller Mystery,6.229,25.364,"When twin brothers arrive home to find their mother’s demeanor altered and face covered in surgical bandages, they begin to suspect the woman beneath the gauze might not be their mother.",en,Naomi Watts,29.709,Cameron Crovetti,14.583,Nicholas Crovetti,7.979
9828,2022-09-16,Running the Bases, Drama,7.2,3.377,"When a small-town baseball coach gets the offer of a lifetime from a larger 6A high school, he uproots his family and leaves the only home he's ever known. But as a man of faith, he soon faces extreme opposition to his coaching methods from the school superintendent.",en,Brett Varvel,8.806,Raphael Ruggero,5.155,Gigi Orsillo,5.131
9829,2022-09-23,Catherine Called Birdy, Adventure Comedy,6.119,20.463,A teenage girl in Medieval England navigates life and tries to avoid the arranged marriages her father maps out for her.,en,Bella Ramsey,33.166,Billie Piper,29.128,Andrew Scott,28.981
9830,2022-09-23,Section Eight, Action Thriller,6.401,22.298,"After avenging the murder of his family, a former soldier is sprung from prison and recruited by a shadowy government agency.",en,Ryan Kwanten,18.832,Dolph Lundgren,85.242,Dermot Mulroney,72.218
9831,2022-09-23,Lou, Action Thriller,6.535,30.661,A young girl is kidnapped during a powerful storm. Her mother joins forces with her mysterious neighbour to set off in pursuit of the kidnapper. Their journey will test their limits and expose the dark secrets of their past.,en,Allison Janney,40.054,Jurnee Smollett,24.137,Logan Marshall-Green,21.561
9832,2022-09-23,On the Come Up, Drama Music,6.8,11.93,"Sixteen-year-old Brianna Jackson is a gifted rapper who plans to take the battle rap scene by storm to lift up her family and do right by the legacy of her father, a local hip-hop legend whose career was cut short by gang violence. However, when her first hit song goes viral for all the wrong reasons, she finds herself torn between the authenticity that got her this far and the false persona that the industry wants to impose on her.",en,Jamila Gray,1.4,Noa Dior Rucker,0.6,Sanaa Lathan,30.608
9833,2022-09-27,The Munsters, Comedy Fantasy,5.736,12.193,"Lily is a typical 150-year-old lovelorn vampire who's looking for the man of her nightmares -- until she lays her eyes on Herman, a 7-foot-tall green experiment with a heart of gold. It's love at first shock as these two ghouls fall fangs over feet for each other in a Transylvanian romance. Unfortunately, it's not all smooth sailing in the cemetery as Lily's father has other plans for his beloved daughter's future, and they don't involve her new bumbling beau.",en,Jeff Daniel Phillips,16.521,Sheri Moon Zombie,9.051,Daniel Roebuck,23.594
9834,2022-09-30,Bros, Comedy Romance,6.81,29.242,Two emotionally unavailable men attempt a relationship.,en,Billy Eichner,16.95,Luke Macfarlane,17.294,Guy Branum,16.211
9835,2022-09-30,Hocus Pocus 2, Fantasy Comedy Family,7.281,62.951,"29 years since the Black Flame Candle was last lit, the 17th-century Sanderson sisters are resurrected, and they are looking for revenge. Now it's up to three high school students to stop the ravenous witches from wreaking a new kind of havoc on Salem before dawn on All Hallow's Eve.",en,Bette Midler,25.473,Sarah Jessica Parker,23.852,Kathy Najimy,27.944
9836,2022-09-30,The Greatest Beer Run Ever, Drama Comedy War,7.599,30.084,"Chickie wants to support his friends fighting in Vietnam, so he does something wild—personally bring them American beer. What starts as a well-meaning journey quickly changes Chickie’s life and perspective. Based on a true story.",en,Zac Efron,60.33,Russell Crowe,57.205,Kyle Allen,19.642
9837,2022-09-30,Luckiest Girl Alive, Drama Thriller Mystery,6.535,25.679,A successful woman in New York City finds her life upended when she is forced to confront a dark truth that threatens to unravel her meticulously crafted life.,en,Mila Kunis,58.657,Chiara Aurelia,14.281,Finn Wittrock,21.008
9838,2022-09-30,Dead for a Dollar, Western Thriller Action,5.89,147.589,"In 1897, veteran bounty hunter Max Borlund is deep into Mexico where he encounters professional gambler and outlaw Joe Cribbens — a sworn enemy he sent to prison years before. Max is on a mission to find and return Rachel Kidd, the wife of a wealthy businessman, who as the story is told to Max, has been abducted by Buffalo Soldier Elijah Jones. Max is ultimately faced with a showdown to save honor.",en,Christoph Waltz,33.469,Willem Dafoe,141.357,Rachel Brosnahan,24.41
9839,2023-01-06,The Old Way, Western Drama,5.788,28.216,"An old gunslinger and his daughter must face the consequences of his past, when the son of a man he killed years ago arrives to take his revenge.",en,Nicolas Cage,104.207,Ryan Kiera Armstrong,12.503,Noah Le Gros,19.26
9840,2023-01-13,Dog Gone, Family Adventure Drama,6.313,17.514,"When his beloved dog goes missing, a young man embarks on an incredible search with his parents to find him and give him life-saving medication.",en,Johnny Berchtold,16.755,Rob Lowe,32.175,Kimberly Williams-Paisley,32.003
9841,2023-01-17,There's Something Wrong with the Children, Horror Mystery Thriller,5.81,27.481,"Margaret and Ben take a weekend trip with longtime friends Ellie and Thomas and their two young children. Eventually, Ben begins to suspect something supernatural is occurring when the kids behave strangely after disappearing into the woods overnight.",en,Zach Gilford,23.123,Alisha Wainwright,15.648,Amanda Crew,24.862
9842,2023-01-20,Missing, Thriller Action Drama History,6.8,6.136,"Set in the 1970s, an undercover Indian spy takes on a deadly mission to expose a covert nuclear weapons program in the heart of Pakistan.",hi,Sidharth Malhotra,20.213,Rashmika Mandanna,11.51,Sharib Hashmi,12.881
9843,2023-01-20,When You Finish Saving the World, Drama Comedy,5.853,13.12,"Evelyn and her oblivious son Ziggy seek out replacements for each other. As Evelyn tries to parent an unassuming teenager at her shelter, Ziggy fumbles through his pursuit of a brilliant young woman at school.",en,Julianne Moore,54.435,Finn Wolfhard,35.81,Billy Bryk,9.471
9844,2023-01-20,Detective Knight: Independence, Action Crime Thriller,5.4,24.464,"Detective James Knight 's last-minute assignment to the Independence Day shift turns into a race to stop an unbalanced ambulance EMT from imperiling the city's festivities. The misguided vigilante, playing cop with a stolen gun and uniform, has a bank vault full of reasons to put on his own fireworks show... one that will strike dangerously close to Knight's home.",en,Bruce Willis,72.499,Jack Kilmer,29.956,Lochlyn Munro,37.318
9845,2023-01-20,Kids vs. Aliens, Science Fiction Horror Action,5.444,21.226,"All Gary wants is to make awesome home movies with his best buds. All his older sister Samantha wants is to hang with the cool kids. When their parents head out of town one Halloween weekend, an all-time rager of a teen house party turns to terror when aliens attack, forcing the siblings to band together to survive the night.",en,Dominic Mariche,5.681,Phoebe Rex,1.4,Calem MacDonald,2.04
9846,2023-01-27,Maybe I Do, Comedy Romance Drama,5.627,22.427,"Michelle and Allen, who have reached the point in their relationship where they are considering next steps, decide to invite  their parents to finally meet and to offer some understanding of why marriage works. Except the parents already know each other quite well, which leads to some very distinct opinions about the value of marriage.",en,Emma Roberts,65.792,Luke Bracey,20.362,Diane Keaton,45.848
9847,2023-01-27,Life Upside Down, Comedy Drama Romance,3.375,3.739,"Three couples, connected by friendship, love and work, are each stuck in their respective homes in Los Angeles during the beginning of lockdown. Finally forced to face their spouses, friends, lovers, and eventually themselves head on, their lives turn slowly but surely upside-down.",en,Bob Odenkirk,39.944,Radha Mitchell,27.797,Danny Huston,21.949
9848,2023-01-27,Fear, Horror Drama,5.605,183.558,An author's celebration with friends at a woodland cabin takes a terrifying turn when an airborne virus emerges at the same time supernatural forces target the group.,en,Joseph Sikora,19.3,Ruby Modine,18.866,Iddo Goldberg,24.995
9849,2023-02-03,80 for Brady, Comedy Drama,6.563,32.103,A quartet of elderly best friends decide to live life to the fullest by taking a wild trip to the Super Bowl LI to see their hero Tom Brady play.,en,Lily Tomlin,20.923,Jane Fonda,22.692,Rita Moreno,24.3
9850,2023-02-03,The Locksmith, Mystery Thriller Action Crime Drama,5.814,47.742,"A thief fresh out of prison, tries to work his way back into the life of his daughter and ex-fiancé. Determined, he is forced to use the skills he has as a gifted locksmith. Things take a tumultuous turn after an unexpected disappearance.",en,Ryan Phillippe,33.247,Kate Bosworth,24.326,Ving Rhames,37.105
9851,2023-02-03,Baby Ruby, Drama Thriller Horror,5.2,12.265,"After welcoming her baby, Ruby, home, the tightly scripted world of lifestyle influencer Jo starts to unravel. As increasingly sinister happenings mount, Jo is plunged into a waking fever dream where everyone is a threat and nothing is what it seems.",en,Noémie Merlant,15.912,Kit Harington,20.682,Camila Canó-Flaviá,2.583
9852,2023-02-03,Freedom's Path, Drama History War,8.0,11.663,"A Union soldier flees from battle and is rescued unexpectedly from free Black man Kitch and his friends. Risking everything, Kitch takes William deep into the woods to the safety of his adopted home. It's here that William discovers Kitch is a part of secret community of freed slaves, who run a portion of the Underground Railroad. When a ruthless and desperate slave catcher discovers the underground network, he conspires to bring it burning down to the ground.",en,Gerran Howell,6.408,RJ Cyler,8.325,Ewen Bremner,24.085
9853,2023-02-07,The Wedding Hustler, Romance Comedy,2.0,3.916,"A groom decides to create a surprise wedding for his fiancé in the middle of the pandemic with the help of the ""Wedding Hustler.""",en,Chris Soriano,0.828,Hillary Soriano,0.608,Kane Lim,1.004
9854,2023-02-10,Sharper, Thriller Crime Drama,7.0,37.256,"A small, wealthy family in New York City gets progressively torn apart by secrets, lies, and the theft that orchestrates all of it.",en,Julianne Moore,76.209,Sebastian Stan,31.245,Justice Smith,28.575
