,Released,English title,Genre,Score,Popularity,Overview,Or_lan,Actor_1_name,Actor_1_popu,Actor_2_name,Actor_2_popu,Actor_3_name,Actor_3_popu
2334,1991-04-05,The Marrying Man, Action Comedy Romance Thriller Drama,5.582,16.51,"Charley Pearl, wealthy heir and gadabout, is slated to marry Adele, the daughter of a Hollywood tycoon. But, during a wild bachelor party in Las Vegas, Charley strikes up a flirtation with nightclub crooner Vicki Anderson that soon leads to her bedroom. When the couple are discovered by Vicki's beau, infamous gangster Bugsy Siegel, he makes a surprising pronouncement -- they'd better marry, or Charley is a dead man.",en,Kim Basinger,31.402,Alec Baldwin,38.609,Robert Loggia,29.453
2335,1991-04-12,Impromptu, Drama Comedy Music Romance,6.0,7.09,"In 1830s France, pianist/composer Frédéric Chopin is pursued romantically by the determined, individualistic woman who uses the name George Sand.",en,Judy Davis,16.714,Hugh Grant,47.276,Mandy Patinkin,18.837
2336,1991-04-12,Out for Justice, Action Crime,6.1,43.526,Gino Felino is an NYPD detective from Brooklyn who knows everyone and everything in his neighborhood. Killing his partner was someone's big mistake... because he's now out for justice.,en,Steven Seagal,90.293,William Forsythe,35.232,Jerry Orbach,18.563
2337,1991-04-12,The Object of Beauty, Drama Comedy Crime,5.4,8.555,"American couple Jake and Tina are living in an expensive London hotel above their means, incurring a sizeable debt. When they are asked to pay a lavish dinner bill and Jake's card is declined, he suggests they sell Tina's tiny, expensive Henry Moore sculpture to cover the debt. After they hatch a scheme to claim the sculpture was stolen in order to collect insurance on it, the sculpture mysteriously goes missing.",en,John Malkovich,53.82,Andie MacDowell,38.283,Lolita Davidovich,33.832
2338,1991-04-19,Drop Dead Fred, Comedy Fantasy Family,5.89,21.679,"When Elizabeth returns to her mother's home after her marriage breaks up, she recreates her imaginary childhood friend, Fred, to escape from the trauma of losing her husband and her job. In between the chaos and mayhem that Fred creates, Elizabeth attempts to win back her husband and return to normality.",en,Phoebe Cates,38.7,Rik Mayall,23.318,Marsha Mason,6.827
2339,1991-04-19,Mortal Thoughts, Mystery Thriller,5.6,16.129,"A loathsome man ends up dead, but it's not clear who's to blame. If ever a person got what he deserved, it's James Urbanksi, an abusive drunk who steals from his wife, Joyce, and promises her close friend Cynthia Kellogg that she'll be the next target of his rage. At a group outing, James bleeds to death after someone cuts his throat. But because he's such a terrible human being, police aren't sure which of his acquaintances decided to kill him.",en,Demi Moore,42.944,Glenne Headly,24.839,Bruce Willis,72.499
2340,1991-04-20,One Man's War, TV Movie Drama,6.75,2.818,"Anthony Hopkins plays an English medical doctor living with his family in Paraguay and treating the poor people from the surroundings, who has his life turned upside down when his son was mysteriously murdered in what could have been an attack to him since he's opposed to the military dictatorship of the country. The doctor and his family will take lots of risk while trying to prove that the government was involved in the murder.",en,Anthony Hopkins,54.504,Norma Aleandro,4.991,Fernanda Torres,7.392
2341,1991-04-26,A Kiss Before Dying, Mystery Thriller Crime,5.54,18.692,"Infatuated with the idea of becoming rich, college student Jonathan Corliss secretly dates Dorothy Carlsson to gain the approval of her wealthy father. When Dorothy tells Jonathan that she is pregnant and that her father will deny her inheritance if he finds out, Jonathan murders her, but he stages her death as a suicide. As Jonathan works his way onto Mr. Carlsson's payroll, Dorothy's twin sister, Ellen, investigates the apparent suicide.",en,Matt Dillon,36.395,Sean Young,36.63,Max von Sydow,30.852
2342,1991-04-26,Oscar, Comedy,6.3,17.298,"Angelo ""Snaps"" Provolone made his dying father a promise on his deathbed: he would leave the world of crime and become an honest businessman. Despite having no experience in making money in a legal fashion, Snaps sets about to keep his promise.",en,Sylvester Stallone,73.921,Marisa Tomei,53.762,Vincent Spano,18.249
2343,1991-04-26,Talent for the Game, Drama,6.0,2.689,Major League Baseball scout must find promising young player to save his job and his team.,en,Edward James Olmos,24.85,Lorraine Bracco,31.061,John E. Coleman,3.333
2344,1991-05-03,One Good Cop, Action Crime Drama Thriller,5.631,28.026,"When his partner is killed in the line of duty, Artie Lewis becomes the legal guardian of his three orphaned girls. But during his investigation of the case, Lewis finds his life – and that of his newfound family – on the line. That's when the guilty crime-lord comes face to face with one man's rage, one man's fury, one man's justice.",en,Michael Keaton,79.518,Rene Russo,31.124,Anthony LaPaglia,34.404
2345,1991-05-03,A Rage in Harlem, Crime Comedy,5.438,11.41,"A beautiful black gangster's moll flees to Harlem with a trunkload of gold after a shootout, unaware that the rest of the gang, and a few other unsavoury characters, are on her trail. A pudgy momma's boy becomes the object of her affections and the unlikely hero of the tale.",en,Forest Whitaker,30.82,Gregory Hines,17.99,Robin Givens,25.515
2346,1991-05-03,"Truly, Madly, Deeply", Fantasy Drama Comedy Romance TV Movie,6.9,10.199,"Nina is totally heartbroken at the death of her boyfriend Jamie, but is even more unprepared for his return as a ghost. At first it's almost as good as it used to be - hey, even the rats that infested her house have disappeared. But Jamie starts bringing ghostly friends home and behaving more and more oddly.",en,Juliet Stevenson,15.866,Alan Rickman,31.691,Michael Maloney,14.03
2347,1991-05-10,Madonna: Truth or Dare, Music Documentary,6.182,13.634,"From the rains of Japan, through threats of arrest for 'public indecency' in Canada, and a birthday tribute to her father in Detroit, this documentary follows Madonna on her 1990 'Blond Ambition' concert tour. Filmed in black and white, with the concert pieces in glittering MTV color, it is an intimate look at the work of the icon, from a prayer circle before each performance to bed games with the dance troupe afterwards.",en,Madonna,26.783,Donna DeLory,5.475,Niki Haris,6.481
2348,1991-05-10,Sweet Talker, Comedy Romance,4.6,7.846,"When scam artist Harry Reynolds gets out of jail, he makes his way to the depressed coastal village of Beachport, where according to local myth, an old Portuguese treasure ship lies buried in the sand. Harry is an old pro at manipulating this situation to his best advantage, but never anticipates how deeply he will be affected by the relationship he develops with a young boy and his mother. A delightful tale of greed, gullibility and grandiose schemes, ""Sweet Talker"" is a romantic comedy for everyone in the family.",en,Bryan Brown,39.326,Karen Allen,41.222,Justin Rosniak,13.616
2349,1991-05-10,Switch, Fantasy Comedy,5.9,20.0,"Steve Brooks, a sexist womanizer, is killed by a group of his angry former lovers. In heaven, he makes a bargain with God for redemption and agrees to return to Earth. Once there, he must have a sincere relationship with a female and make her fall in love with him. If not, Steve's soul will become the property of the devil. But the devil hedges his bet, and Steve is reincarnated as a woman named Amanda Brooks.",en,Ellen Barkin,29.223,Jimmy Smits,31.292,JoBeth Williams,18.504
2350,1991-05-11,Fever, Thriller Drama,4.2,2.311,"Fresh out of prison, all Ray wants is to get back with Lacy, but she's in a stable relationship now with Elliott, a pacifist, and wants nothing to do with him. When she's kidnapped by Ray's former associates, he and Elliott must team up to save the woman they love.",en,Sam Neill,51.703,Armand Assante,28.142,Marcia Gay Harden,27.789
2351,1991-05-17,What About Bob?, Comedy,6.858,32.587,"Before going on vacation, self-involved psychiatrist Dr. Leo Marvin has the misfortune of taking on a new patient: Bob Wiley. An exemplar of neediness and a compendium of phobias, Bob follows Marvin to his family's country house. Dr. Marvin tries to get him to leave; the trouble is, everyone loves Bob. As his oblivious patient makes himself at home, Dr. Marvin loses his professional composure and, before long, may be ready for the loony bin himself.",en,Bill Murray,28.072,Richard Dreyfuss,25.92,Julie Hagerty,36.462
2352,1991-05-17,Mannequin Two: On the Move, Fantasy Comedy Science Fiction Romance,5.752,17.353,"Although Jason works as a department store clerk, he is also a reincarnated prince. Long ago, his beloved Jessie was snatched away from him by an evil wizard who used his powers to transform her into wooden statue. Now Jessie is in Jason's department store as a mannequin. When he encounters her, she awakens from her thousand-year sleep. They quickly revive their romance, but the evil wizard has been reincarnated as well, and he's up to no good.",en,Kristy Swanson,28.95,William Ragsdale,16.214,Meshach Taylor,13.845
2353,1991-05-17,Stone Cold, Action Crime Thriller,6.098,18.178,"Joe Huff (Brian Bosworth) is a tough, loner cop with a flair for infiltrating dangerous biker gangs. The FBI blackmail Joe into an undercover operation that entails infiltrating ""The Brotherhood"" - a powerful Mississippi biker gang linked in the murder of government officials as well as dealing drugs with the mafia.",en,Brian Bosworth,26.138,Lance Henriksen,42.568,William Forsythe,35.232
2354,1991-05-24,Backdraft, Drama Thriller Action Crime,6.64,28.773,Firemen brothers Brian and Stephen McCaffrey battle each other over past slights while trying to stop an arsonist with a diabolical agenda from torching Chicago.,en,Kurt Russell,47.432,William Baldwin,49.784,Robert De Niro,65.44
2355,1991-05-24,Only the Lonely, Comedy Romance,6.02,11.661,"Danny Muldoon, a Chicago policeman, still lives with his overbearing mother Rose. He meets and falls in love with Theresa Luna , whose father owns the local funeral parlour. Naturally, his mother objects to the relationship, and Danny and Theresa must either overcome her objections or give up the romance.",en,John Candy,19.901,Maureen O'Hara,16.143,Ally Sheedy,37.937
2356,1991-05-24,Thelma & Louise, Drama Thriller Crime Adventure,7.579,30.335,"Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.",en,Geena Davis,25.264,Susan Sarandon,54.248,Harvey Keitel,21.217
2357,1991-05-24,Wild Hearts Can't Be Broken, Drama Family,7.394,16.241,"A runaway orphan, young Sonora, persists in a menial job mucking stables in Doc Carver's travelling stunt show. Her great wish is to become a death-defying ""diving girl,"" but Doc refuses her pleas. Undaunted, Sonora's gutsy resolve finally convinces him to give her a break. On the brink of stardom, however, a cruel twist of fate threatens to destroy her dream.",en,Gabrielle Anwar,32.125,Cliff Robertson,40.06,Michael Schoeffling,10.262
2358,1991-05-31,Soapdish, Comedy,6.269,17.845,"Celeste Talbert is the star of the long-running soap opera ""The Sun Also Sets."" With the show's ratings down, Celeste's ruthlessly ambitious co-star, Montana Moorehead, and the show's arrogant producer, David Seton Barnes, plot to aggravate her into leaving the show by bringing back her old flame, Jeffrey Anderson, and hiring her beautiful young niece, Lori Craven.",en,Sally Field,32.309,Kevin Kline,51.144,Robert Downey Jr.,71.22
2359,1991-06-07,City Slickers, Comedy Western,6.434,18.712,"Three New York businessmen decide to take a ""Wild West"" vacation that turns out not to be the relaxing vacation they had envisioned.",en,Billy Crystal,29.674,Daniel Stern,32.521,Bruno Kirby,23.932
2360,1991-06-07,Don't Tell Mom the Babysitter's Dead, Comedy Family,6.129,25.671,"Sue Ellen Crandell is a teenager eagerly awaiting her mother's summer-long absence. While the babysitter looks after her rambunctious younger siblings, Sue Ellen can party and have fun. But then the babysitter abruptly dies, leaving the Crandells short on cash. Sue Ellen finds a sweet job in fashion by lying about her age and experience on her résumé. But, while her siblings run wild, she discovers the downside of adulthood",en,Christina Applegate,34.709,Joanna Cassidy,37.338,John Getz,23.696
2361,1991-06-07,Jungle Fever, Drama Romance,6.4,17.644,A successful and married black man contemplates having an affair with a white girl from work. He's quite rightly worried that the racial difference would make an already taboo relationship even worse.,en,Wesley Snipes,45.218,Annabella Sciorra,42.942,Spike Lee,22.199
2362,1991-06-14,Robin Hood: Prince of Thieves, Action Adventure Drama,6.853,45.265,"When the dastardly Sheriff of Nottingham murders Robin's father, the legendary archer vows vengeance. To accomplish his mission, Robin joins forces with a band of exiled villagers (and comely Maid Marian), and together they battle to end the evil sheriff's reign of terror.",en,Kevin Costner,68.344,Morgan Freeman,79.114,Mary Elizabeth Mastrantonio,25.415
2363,1991-06-16,Without Warning: The James Brady Story, Drama TV Movie,6.0,9.638,"The story of Ronald Reagan's press secretary who was crippled in the 1981 assassination attempt on the president and who, with his wife, became the lightning rod for the gun control movement in the years since.",en,Beau Bridges,53.89,Joan Allen,29.604,Bryan Clark,14.813
2364,1991-06-21,The Rocketeer, Action Adventure Science Fiction Family,6.489,29.182,"A stunt pilot comes across a prototype jetpack that gives him the ability to fly. However, evil forces of the world also want this jetpack at any cost.",en,Billy Campbell,30.38,Jennifer Connelly,96.522,Alan Arkin,38.056
2365,1991-06-21,Where Angels Fear to Tread, Drama Romance,6.357,8.606,"An English widow goes to Italy, falls in love with a dentist's son and marries him, against her straitlaced family's wishes.",en,Rupert Graves,30.919,Helen Mirren,110.555,Helena Bonham Carter,42.805
2366,1991-06-28,The Naked Gun 2½: The Smell of Fear, Comedy Crime,6.788,36.369,"Bumbling lieutenant Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business.",en,Leslie Nielsen,39.874,Priscilla Presley,23.004,George Kennedy,23.784
2367,1991-07-03,Problem Child 2, Comedy Family,5.8,26.248,"Junior and his father, Ben, move from Cold River to Mortville. Junior becomes threatened by Ben's desire to date again and find a new mother for Junior, and sabotages each of his dates.",en,John Ritter,42.123,Michael J. Oliver,16.327,Jack Warden,26.659
2368,1991-07-03,Terminator 2: Judgment Day, Action Thriller Science Fiction,8.1,83.521,"Set ten years after the events of the original, James Cameron’s classic sci-fi action flick tells the story of a second attempt to get the rid of rebellion leader John Connor, this time targeting the boy himself. However, the rebellion has sent a reprogrammed terminator to protect Connor.",en,Arnold Schwarzenegger,33.719,Linda Hamilton,54.334,Edward Furlong,23.785
2369,1991-07-05,Slacker, Drama,6.729,7.645,"Austin, Texas, is an Eden for the young and unambitious, from the enthusiastically eccentric to the dangerously apathetic. Here, the nobly lazy can eschew responsibility in favor of nursing their esoteric obsessions. The locals include a backseat philosopher who passionately expounds on his dream theories to a seemingly comatose cabbie, a young woman who tries to hawk Madonna's Pap test to anyone who will listen and a kindly old anarchist looking for recruits.",en,Richard Linklater,16.762,Rudy Basquez,0.98,Jean Caffeine,0.732
2370,1991-07-12,Boyz n the Hood, Crime Drama,7.615,27.923,Boyz n the Hood is the popular and successful film and social criticism from John Singleton about the conditions in South Central Los Angeles where teenagers are involved in gun fights and drug dealing on a daily basis.,en,Cuba Gooding Jr.,20.521,Laurence Fishburne,47.26,Ice Cube,29.741
2371,1991-07-19,Bill & Ted's Bogus Journey, Adventure Comedy Science Fiction,6.3,22.932,"Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living.",en,Keanu Reeves,91.925,Alex Winter,12.924,William Sadler,39.948
2372,1991-07-19,Dutch, Comedy,6.4,13.124,"To get to know his girlfriend's son, a man volunteers to pick him up from a prep school... only to learn that her son's not the nicest kid.",en,Ed O'Neill,19.822,Ethan Embry,30.056,JoBeth Williams,18.504
2373,1991-07-20,Doublecrossed, Action Drama TV Movie,4.5,4.506,"Based on a true story, this made-for-cable film tells about Barry Seal, a pilot who was a drug smuggler for the infamous Medellin cartel out of Colombia. He was caught by the US Drug Enforcement Administration (DEA) and decided to turn over and help the DEA break the cartel. However, he got caught in the middle of the Reagan/Bush administration efforts to topple the Nicaraguan government in the '80s, in which Nicaraguan rebels called ""contras"" were allowed to smuggle cocaine into the US in exchange for their fighting against the leftist Nicaraguan government. Eventually Seal was murdered by his former Medellin employers, and some critics say it was with the tacit, if not implicit, connivance of the US administration.",en,Dennis Hopper,21.584,Robert Carradine,36.96,Richard Jenkins,19.474
2374,1991-07-24,The Doctor, Drama,6.365,14.443,"Jack McKee is a doctor with it all: he's successful, he's rich, and he has no problems.... until he is diagnosed with throat cancer. Now that he has seen medicine, hospitals, and doctors from a patient's perspective, he realises that there is more to being a doctor than surgery and prescriptions.",en,William Hurt,47.298,Christine Lahti,15.398,Elizabeth Perkins,37.725
2375,1991-07-26,Another You, Comedy,5.4,15.153,"George has been in a mental hospital for 3 years and is finally ready to go out into the real world again. Eddie Dash, a dedicated con-man, is supposed to keep him out of trouble, but when people begin to recognise George as a missing millionaire, Eddie wants to take advantage of the situation.",en,Richard Pryor,23.364,Gene Wilder,23.755,Mercedes Ruehl,22.271
2376,1991-07-26,Mobsters, Action Crime Drama Thriller,6.211,9.221,"The story of a group of friends in turn of the century New York, from their early days as street hoods to their rise in the world of organized crime...",en,Christian Slater,40.121,Costas Mandylor,33.287,Richard Grieco,16.957
2377,1991-07-26,V.I. Warshawski, Crime Mystery,4.8,13.276,"Victoria ""V.I"" Warshawski is a Chicago based private detective who agrees to babysit for her new boyfriend; then he is murdered. Being the detective type, she makes the murder her next case. In doing so she befriends the victim's daughter, Kat, and together they set out to crack the case.",en,Kathleen Turner,60.774,Jay O. Sanders,17.492,Charles Durning,28.188
2378,1991-07-27,A Brighter Summer Day, Crime Drama Romance,8.287,25.027,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",zh,Chang Chen,17.022,Lisa Yang,2.186,Chang Kuo-Chu,7.3
2379,1991-07-31,Hot Shots!, Action Comedy War,6.567,25.52,"The gang that created Airplane and The Naked Gun sets its sights on Top Gun in this often hilarious spoof starring Charlie Sheen, who previously only inspired laughs with his personal life. He plays Topper Harley, a fighter pilot with an ax to grind: clearing the family name. He gets involved in a relationship with Valerie Golino, a woman with an unusually talented stomach. But his mission is to avenge his father. Lloyd Bridges, late in his career, revealed an aptitude for this kind of silliness, here as a commander who is both incredibly dim and delightfully accident prone. Directed by Jim Abrahams, the film makes fun of a variety of other films as well, from Dances with Wolves to The Fabulous Baker Boys. It was so successful that they all returned in the sequel, Hot Shots! Part Deux.",en,Charlie Sheen,33.32,Cary Elwes,74.457,Valeria Golino,39.473
2380,1991-08-02,Body Parts, Horror Thriller,5.8,11.836,"A criminal psychologist loses his arm in a car crash, and becomes one of three patients to have their missing limbs replaced by those belonging to an executed serial killer. One of them dies violently, and disturbing occurrences start happening to the surviving two.",en,Jeff Fahey,27.986,Lindsay Duncan,29.963,Kim Delaney,23.511
2381,1991-08-02,Doc Hollywood, Comedy Romance,6.4,15.127,"After leaving Washington D.C. hospital, plastic surgeon Ben Stone heads for California, where a lucrative practice in Beverly Hills awaits. After a car accident, he's sentenced to perform as the community's general practitioner.",en,Michael J. Fox,30.323,Julie Warner,20.886,Barnard Hughes,26.719
2382,1991-08-02,Return to the Blue Lagoon, Adventure Drama,6.227,30.961,"In this sequel to the 1980 classic, two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become tanned teenagers in love.",en,Milla Jovovich,49.779,Brian Krause,26.43,Lisa Pelikan,9.748
2383,1991-08-09,Bingo, Action Adventure Comedy Family,5.0,17.611,"Bingo, the runaway circus dog, is off the leash and saving Chuckie's life! Bingo and the boy become the best of friends in this canine comedy featuring doggy disguises and skateboarding, pinball and prison. Chuckie and his parents are moving house, a thousand miles away, but Bingo won't be allowed to join them.",en,Cindy Williams,15.522,David Rasche,35.574,Suzie Plakson,7.68
2384,1991-08-09,Delirious, Fantasy Comedy Romance,5.64,11.432,A soap opera writer gets hit on the head and wakes up as a character in his own show.,en,John Candy,18.37,Mariel Hemingway,28.457,Emma Samms,13.32
2385,1991-08-09,Pure Luck, Comedy Drama,5.479,17.96,"The daughter of a wealthy businessman has disappeared in Mexico, and all the efforts to find her have been unsuccessful. A psychologist, knowing that the girl has an ultra bad luck, persuades her father to send to Mexico one of his employees, an accountant with super bad luck, to find her. Perhaps he will be lucky, and his bad luck could help to find the unlucky girl.",en,Martin Short,46.946,Danny Glover,33.188,Harry Shearer,13.384
2386,1991-08-14,The Commitments, Comedy Drama Music,7.3,19.823,"Jimmy Rabbitte, just a tick out of school, gets a brilliant idea: to put a soul band together in Barrytown, his slum home in north Dublin. First he needs musicians and singers: things slowly start to click when he finds three fine-voiced females virtually in his back yard, a lead singer (Deco) at a wedding, and, responding to his ad, an aging trumpet player, Joey ""The Lips"" Fagan.",en,Robert Arkins,4.33,Michael Aherne,5.984,Angeline Ball,18.774
2387,1991-08-16,Mystery Date, Comedy Romance,5.884,6.96,"Tom McHugh quickly learns that his perfect big brother Craig isn't all he's cracked up to be while on a night on the town with the girl next door, during which Tom is harassed by unpleasant strangers, threatened by mobsters, pursued by police, attacked by an irate florist, accused of murder, and has his date kidnapped—all because everyone thinks he's Craig...and the classic 1959 DeSoto Firesweep he borrowed off his brother has two dead bodies in the trunk.",en,Ethan Hawke,53.761,Teri Polo,34.985,Brian McNamara,11.821
2388,1991-08-18,Women & Men 2, Drama TV Movie,4.6,4.682,Three short stories about women & men relationship.,en,Matt Dillon,36.395,Kyra Sedgwick,46.062,Ray Liotta,54.8
2389,1991-08-23,Dead Again, Mystery Drama Crime,6.412,25.686,"In 1949, composer Roman Strauss is executed for the murder of his wife. In 1990s Los Angeles, a detective comes across a mute amnesiac woman who is somehow linked to the Strauss murder.",en,Kenneth Branagh,52.204,Emma Thompson,42.996,Derek Jacobi,20.312
2390,1991-08-23,Defenseless, Thriller Mystery,4.9,6.921,"A Los Angeles lawyer defends her former college roommate, whose husband — her lover — has been slain.",en,Barbara Hershey,36.85,Sam Shepard,21.354,Mary Beth Hurt,18.393
2391,1991-08-23,Harley Davidson and the Marlboro Man, Action Thriller,6.31,22.866,"It's the lawless future, and renegade biker Harley Davidson and his surly cowboy buddy, Marlboro, learn that a corrupt bank is about to foreclose on their friend's bar to further an expanding empire. Harley and Marlboro decide to help by robbing the crooked bank. But when they accidentally filch a drug shipment, they find themselves on the run from criminal financiers and the mob in this rugged action adventure.",en,Mickey Rourke,49.027,Don Johnson,39.896,Chelsea Field,31.248
2392,1991-08-23,Showdown in Little Tokyo, Action Comedy Crime,6.383,24.752,"An American with a Japanese upbringing, Chris Kenner is a police officer assigned to the Little Tokyo section of Los Angeles. Kenner is partnered with Johnny Murata, a Japanese-American who isn't in touch with his roots. Despite their differences, both men excel at martial arts, and utilize their formidable skills when they go up against Yoshida, a vicious yakuza drug dealer with ties to Kenner's past.",en,Dolph Lundgren,85.242,Brandon Lee,31.685,Cary-Hiroyuki Tagawa,21.66
2393,1991-08-30,Child's Play 3, Horror Thriller,5.879,52.91,"Eight years after seemingly destroying the killer doll, teen Andy Barclay is placed in a military school, and the spirit of Chucky returns to renew his quest and seek vengeance after being recreated from a mass of melted plastic.",en,Justin Whalin,9.501,Perrey Reeves,21.272,Jeremy Sylvers,6.308
2394,1991-09-06,Company Business, Action Thriller,5.2,8.932,"An aging agent is called back by ""the Company"" to run a hostage trade of a Soviet spy for an American agent.",en,Gene Hackman,76.185,Mikhail Baryshnikov,8.571,Kurtwood Smith,26.642
2395,1991-09-06,Crooked Hearts, Romance Drama,5.7,10.471,"An upper-middle class family in Washington state deals with failures, infidelities and troubling secrets. Charley is 26 and still lives at home, despite his simmering anger at his father, Edward. Charley's younger brother, Tom, just dropped out of college and returned home to live. Tom's unstable new girlfriend, Marriet, has designs on joining the family, but she's hardly a calming influence on the crumbling home.",en,Peter Berg,17.569,Vincent D'Onofrio,37.021,Noah Wyle,19.239
2396,1991-09-07,Cast a Deadly Spell, TV Movie Mystery Comedy Horror Fantasy,6.032,19.968,"In a fantastical 1940s where magic is used by everyone, a hard-boiled detective investigates the theft of a mystical tome.",en,Fred Ward,26.638,David Warner,22.653,Julianne Moore,54.435
2397,1991-09-13,Dogfight, Drama Romance,6.9,13.375,"In the fall of 1963, Eddie Birdlace is an 18-year-old Marine Corps volunteer who is about to ship out with three of his buddies for a tour of duty in Vietnam. Planning a massive blowout for their last night in San Francisco, Eddie, his buddies, and a number of other Marines set up a contest they call a ""dogfight.""",en,River Phoenix,36.555,Lili Taylor,31.834,Richard Panebianco,5.695
2398,1991-09-13,Liebestraum, Thriller Mystery Romance,5.647,5.149,A man returns to his hometown and a series of dark secrets are revealed.,en,Kevin Anderson,11.07,Pamela Gidley,16.034,Bill Pullman,43.516
2399,1991-09-18,Mississippi Masala, Drama Romance,6.292,11.067,"Years after her Indian family was forced to flee their home in Uganda, twentysomething Mina finds herself helping to run a motel in the faraway land of Mississippi. It's there that a passionate romance with the charming Black carpet cleaner Demetrius challenges the prejudices of their conservative families and exposes the rifts between the region's Indian and African American communities.",en,Denzel Washington,79.376,Sarita Choudhury,21.066,Roshan Seth,17.746
2400,1991-09-18,Paradise, Drama Family,6.26,8.47,A 10-year-old boy spends a summer in the country with a childless couple and a precocious girl.,en,Melanie Griffith,77.879,Elijah Wood,78.574,Thora Birch,38.515
2401,1991-09-20,The Fisher King, Comedy Drama,7.281,16.727,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,en,Robin Williams,30.287,Jeff Bridges,32.81,Amanda Plummer,29.453
2402,1991-09-20,The Indian Runner, Drama,6.542,14.487,"Two brothers cannot overcome their opposite perceptions of life. One brother sees and feels bad in everyone and everything, subsequently he is violent, antisocial and unable to appreciate or enjoy the good things which his brother desperately tries to point out to him.",en,David Morse,56.37,Viggo Mortensen,47.045,Valeria Golino,39.473
2403,1991-09-20,Late for Dinner, Drama Romance Science Fiction,5.571,2.735,"Two young men, one in need of medical attention, are cryogenically frozen in the early 1960s. The two are preoccupied with the fact that the police are pursuing them to realise what they are doing. The next thing they know is that they are in a strange new world (thirty years on).",en,Peter Berg,25.23,Brian Wimmer,15.243,Marcia Gay Harden,27.789
2404,1991-09-20,McBain, Action War Drama,4.359,12.342,"Santos attempts to lead a people's revolt in Colombia to overthrow the Presidente. When his revolt fails and he is killed, his sister Christina goes to New York to find McBain, a lieutenant Santos rescued during the Vietnam War. McBain agrees to help, recruits his old war buddies, raises some cash by killing a few drug dealers, then leads an attack to topple the Colombian government.",en,Christopher Walken,72.291,Michael Ironside,28.692,Michael Joseph DeSare,1.157
2405,1991-09-27,Deceived, Thriller,5.7,12.898,"The murder of a museum curator places art dealer Jack Saunders under suspicion for selling forged treasures to museums. When Jack suddenly dies in a car crash, his wife Adrienne tries to discover what he did on her own. She finds that she knew little about the man she was married to. The more she learns about her husband's possible illegal activities and double life, the more she places her daughter, and herself, in grave danger.",en,Goldie Hawn,72.933,John Heard,33.666,Ashley Peldon,11.617
2406,1991-09-27,Necessary Roughness, Comedy,5.5,22.469,"When the Texas Southern Armadillos football team is disqualified for cheating and poor grades, the University is forced to pick from a team that actually goes to school. Will they even win a single game?",en,Scott Bakula,24.411,Robert Loggia,29.453,Harley Jane Kozak,18.796
2407,1991-10-04,Ricochet, Crime Thriller Action Drama,6.078,22.667,An attorney is terrorized by the criminal he put away years ago when he was a cop.,en,Denzel Washington,79.376,John Lithgow,42.555,Ice-T,40.893
2408,1991-10-04,Shout, Drama Romance,5.728,10.608,A new music teacher in a 1955 West Texas home for wayward boys brings new vision and hope for many of the interned boys.,en,John Travolta,74.477,Jamie Walters,8.109,Heather Graham,33.205
2409,1991-10-04,Suburban Commando, Action Comedy Family Science Fiction,4.716,17.42,"Shep Ramsey is an interstellar hero, righting wrongs, etc. His ship is damaged after a fight with an interstellar nasty and he must hide out on Earth until it can recharge. He leaves his power suit at home, but still finds himself unable to allow wrongs to go unrighted and so mixes it up with bad drivers, offensive paperboys, muggers and the like.",en,Hulk Hogan,35.004,Christopher Lloyd,44.753,Shelley Duvall,33.78
2410,1991-10-04,The Super, Comedy,5.864,14.834,Louie Kritski is a heartless landlord who has been so negligent in keeping up his ghetto apartment that he is threatened with jail time. The judge gives him another option -- he must live in his rat-infested hell hole until he brings it up to liveable standards.,en,Joe Pesci,46.03,Vincent Gardenia,16.432,Madolyn Smith Osborne,24.847
2411,1991-10-11,City of Hope, Drama,6.9,11.54,"This gritty inner-city film follows various people living in a troubled New Jersey setting, most notably Nick Rinaldi, a disillusioned contractor who has been helped along his whole life by his wealthy father. Other characters in this ensemble drama about urban conflict and corruption include Asteroid , an unstable homeless person, and Wynn, an idealistic young politician.",en,Vincent Spano,25.549,Tony Lo Bianco,7.62,Joe Morton,40.464
2412,1991-10-11,Ernest Scared Stupid, Comedy Family Fantasy Horror,5.171,17.478,"Well-intentioned, eternally bumbling Ernest P. Worrell accidentally releases an evil demon from its sacred tomb. As the demon flexes its power and goes on a ruinous rampage, good-guy Ernest tries to step in to save the town from mass destruction. Trouble is, a 200-year-old curse has scared Ernest stupid, and that means hilarity all around! So, kick back and let the laugh-ridden adventures begin.",en,Jim Varney,27.299,Eartha Kitt,19.66,Shay Astar,8.189
